KEGG_L3	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
ko03008	2.9268	0.2439	0.6829	1.1951	2.7073	0.6585	0.4878	0	1.1951	2.5122	0	29.0976	0	1.0488	0	Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes
ko03010	54.9306	5.2222	3.6111	1.2083	21.8333	1.2778	6.0556	75.7222	19.4583	87.7361	128.0972	391.25	46.6111	9.3611	910.5278	Genetic Information Processing; Translation; Ribosome
ko03013	0.1224	0.0612	0.7551	0.5918	0.551	0.6327	0.4286	0.0204	1	0.102	0.0204	0.0408	0	0.6531	0.0612	Genetic Information Processing; Translation; Nucleocytoplasmic transport
ko03015	0.4688	0.4062	1.125	1.0625	0.4062	1.25	0.3125	0	1.7188	0	0.0625	0.125	0	0.6562	0	Genetic Information Processing; Translation; mRNA surveillance pathway
ko03018	65.375	7.2	6.975	1.075	49.25	1.35	6.9	131.025	20.475	136.3	416.975	589.725	98.35	16.05	1654.5	Genetic Information Processing; Folding, sorting and degradation; RNA degradation
ko03022	1.2778	0.1667	0.0556	0	0.2778	0	0.0556	3.3333	1	4.8889	0	0	0	0.0556	85.8889	Genetic Information Processing; Transcription; Basal transcription factors
ko03030	63.5667	8.8667	7.8	0.3333	56.2667	1.5	6.9667	184.4667	23.9	111.0667	554.4333	663.8	135.5333	23.1333	2414.5333	Genetic Information Processing; Replication and repair; DNA replication
ko03040	0.0645	0.0806	0.7097	0.8226	0.3226	0.6613	0.3065	0	1.0484	0.4355	0	0	0	0.5323	0	Genetic Information Processing; Transcription; Spliceosome
ko03050	3.52	1.08	2.16	2.32	0.92	2.88	1.8	0.84	4.4	6.96	0	0	0	1.92	0	Genetic Information Processing; Folding, sorting and degradation; Proteasome
ko03060	75.7	7.85	6.55	0.3	70.3	1.5	8.35	179.65	22.25	144.7	603.45	753.95	124.85	23.65	2530.7	Genetic Information Processing; Folding, sorting and degradation; Protein export
ko03070	40.8108	0	0	0	0	0	0	82.7838	0	78.6486	999.7027	725.4054	82.6216	0	1845.6757	Environmental Information Processing; Membrane transport; Bacterial secretion system
ko03250	2.7667	0.3333	2.8	3.5	0.6	3.4	0.8	0	5	3.5	0	0	0	0.6667	0	Genetic Information Processing; Information processing in viruses; Viral life cycle - HIV-1
ko03320	33.8125	4	3.5312	3.5312	3.0312	4.4062	3.5938	0	11.9375	39.625	0	210.5625	0	4.1875	1023.7812	Organismal Systems; Endocrine system; PPAR signaling pathway
ko03410	67.9545	5.7727	6.6364	1.2273	43.8636	1.8182	5.6818	166.6818	18.5455	94.3636	590.2273	665.9545	117	21	2080.5909	Genetic Information Processing; Replication and repair; Base excision repair
ko03420	63.1667	6.0417	7.5	0.2083	90.375	0.7917	5.9583	269.5833	14.2917	78.1667	834.6667	674.9167	165.3333	34.25	2315.2083	Genetic Information Processing; Replication and repair; Nucleotide excision repair
ko03430	92.3636	11.8182	13.8182	0.4091	89.9091	1.9091	10.6364	427.7727	33.3182	155.5455	1103.7727	1121.5455	256.9545	39.5	3484.4091	Genetic Information Processing; Replication and repair; Mismatch repair
ko03440	66.5	8.1389	8.3056	0.1944	68.3333	1.5	7.75	215.3056	25.6111	147.5	518.7778	845.0556	137.0278	26.6111	2436	Genetic Information Processing; Replication and repair; Homologous recombination
ko03450	6.7	0.1	0	0	0	0	0	2.3	0	0.1	0	0	0	0	205.8	Genetic Information Processing; Replication and repair; Non-homologous end-joining
ko03460	0	0	0.6296	0.3333	0.037	0.0741	0.4074	0	2.037	0	0	0	0	0.2593	0	Genetic Information Processing; Replication and repair; Fanconi anemia pathway
ko04010	0.3729	0.5	1.2458	0.9661	0.3983	1	0.7373	0	0.7627	0.2458	0	0.0424	0	0.7458	0.0678	Environmental Information Processing; Signal transduction; MAPK signaling pathway
ko04011	6.3478	0	0	0	6	0	0.2391	0	1.1087	0	0	0	0	0	0	Environmental Information Processing; Signal transduction; MAPK signaling pathway - yeast
ko04012	0.6286	0.6571	0.2286	0.0286	0.4571	0.0857	0.4	0	0.1143	0.8	0	0	0	0.2571	0.0857	Environmental Information Processing; Signal transduction; ErbB signaling pathway
ko04013	2.4048	0.5476	0.9524	1.1429	2.7381	1.0714	1.3571	0	1.7857	2.4286	0	0	3.5714	1.3571	65.6667	Environmental Information Processing; Signal transduction; MAPK signaling pathway - fly
ko04014	0.2967	0.4505	0.956	0.7033	0.2527	0.8901	0.5385	0.022	0.4396	0.0879	0.011	0.022	0	0.6484	0.0879	Environmental Information Processing; Signal transduction; Ras signaling pathway
ko04015	0.0494	0.1481	1.0123	0.8765	0.3704	1.1111	0.7284	0.0123	0.5309	0.1728	0.0123	0.0247	0	0.9259	0.0988	Environmental Information Processing; Signal transduction; Rap1 signaling pathway
ko04020	0.6237	1.0538	1.957	2.1828	0.7742	2.2581	1.4946	0	2.2258	0.5376	0.043	0.0753	0	1.9032	0.0323	Environmental Information Processing; Signal transduction; Calcium signaling pathway
ko04022	1.7869	1.7377	10	9	4.0656	9.8689	5.5902	0.1148	6.6721	1.4262	0.1803	0.3115	0	8.3934	0.1967	Environmental Information Processing; Signal transduction; cGMP-PKG signaling pathway
ko04024	1.1905	0.75	3.1786	3.6071	1.4762	3.4167	2.0476	0.1786	3.75	2.1905	0.119	0	0	2.2143	33.0714	Environmental Information Processing; Signal transduction; cAMP signaling pathway
ko04060	0	0	1.5036	0	0.6642	1.5328	0.927	0	1.927	0	0	0	0	1.2117	0	Environmental Information Processing; Signaling molecules and interaction; Cytokine-cytokine receptor interaction
ko04062	0.0494	0.1235	0.7037	0.7654	0.1111	0.5926	0.7901	0	0.3951	0.0494	0	0.037	0	0.642	0.0247	Organismal Systems; Immune system; Chemokine signaling pathway
ko04064	0.2449	0.3673	1.2857	1.0204	0.6735	0.7551	1.102	0	0.4082	0.3673	0	0	0	0.7347	0	Environmental Information Processing; Signal transduction; NF-kappa B signaling pathway
ko04066	23	3.5	5.7632	4.7895	14.5	4.5	4.6053	60.8421	10.6579	62.7105	152.3421	223.8421	0	6.9474	815.5	Environmental Information Processing; Signal transduction; HIF-1 signaling pathway
ko04068	13.5882	1.4118	2.2353	2.3333	7.4706	2.549	1.2157	4.2353	5.6667	9.6471	22.1765	60.2549	0	2.7843	0	Environmental Information Processing; Signal transduction; FoxO signaling pathway
ko04070	8.7143	0.4643	0.4643	0.3214	1.8929	0.2143	2.0357	15.7143	3.3214	9.25	41.2143	81.4286	6.25	1.1071	277.9286	Environmental Information Processing; Signal transduction; Phosphatidylinositol signaling system
ko04071	1.4878	0.3659	1.9512	1.3902	0.2195	1.3902	0.9024	0.3902	2.4146	2.6585	0	0.3415	0.3415	1.4146	5.3902	Environmental Information Processing; Signal transduction; Sphingolipid signaling pathway
ko04072	1.2963	2.5	2.6852	3.2963	1.6667	2.8148	1.1852	0	2.2963	1.2407	8.7593	4.3519	0	3.4074	0	Environmental Information Processing; Signal transduction; Phospholipase D signaling pathway
ko04080	0.4146	0.6463	1.1463	1.1829	0.4573	0.9329	0.5122	0.75	0.7378	0.3171	1.5488	0.6341	0.2744	1.2195	3.2805	Environmental Information Processing; Signaling molecules and interaction; Neuroactive ligand-receptor interaction
ko04110	0.2143	0.0179	1.6607	2.1429	0.1964	2.1429	0.5893	0	2.8393	0.2857	0	0	0	0.5893	0.0536	Cellular Processes; Cell growth and death; Cell cycle
ko04111	0.0794	0.0159	0	0	0.0159	0	0	0	0	0	0	0	0	0.0635	0.0476	Cellular Processes; Cell growth and death; Cell cycle - yeast
ko04112	78.0625	0	0	0	68.1875	0	0	0	0	98	738.125	881.8125	143.4375	0	3022.25	Cellular Processes; Cell growth and death; Cell cycle - Caulobacter
ko04113	0	0	0	0	0.0385	0	0	0	1.0385	0	0	0	0	0	0	Cellular Processes; Cell growth and death; Meiosis - yeast
ko04114	0	0	0.225	0.275	0.025	0.45	0.025	0	0.6	0	0	0	0	0.3	0	Cellular Processes; Cell growth and death; Oocyte meiosis
ko04115	0.2353	0.3529	1.9118	1.0294	1.6176	1.6471	1.2353	0.2647	2.3235	0.4412	0.1176	18.9706	0.3824	1.2941	39.5294	Cellular Processes; Cell growth and death; p53 signaling pathway
ko04120	1.0597	0.0299	17.8955	22.3284	7.2239	23.209	10.2985	0.0299	16.403	0.0149	0	0	0	17.806	0.6119	Genetic Information Processing; Folding, sorting and degradation; Ubiquitin mediated proteolysis
ko04122	53.4	2.8	4.8	0	45.8	0	7.6	111.7333	18.8667	43.2667	593.6667	375.8667	80.8667	15.3333	1265.9333	Genetic Information Processing; Folding, sorting and degradation; Sulfur relay system
ko04136	0	0	0	0	0	0.0833	2.0833	0	0.3333	0	0	0	0	0	0	Cellular Processes; Transport and catabolism; Autophagy - other
ko04137	0.5484	0.9677	0.0323	0	0.0645	0.129	0.2581	0	0.1935	0.1613	0	0	0	0.129	0	Cellular Processes; Transport and catabolism; Mitophagy - animal
ko04138	3.7561	0.2195	0.1707	0.2195	0.0244	0.1463	0.7317	0	1.2195	0	0	0	0	0.1463	0	Cellular Processes; Transport and catabolism; Autophagy - yeast
ko04139	0	0	0	0	0	0	0.0588	0	0.0588	0	0	0	0	0.1765	0	Cellular Processes; Transport and catabolism; Mitophagy - yeast
ko04140	0.3091	0.5636	0.2	0	0.0909	0.1273	0.5818	0	0.3091	0.2182	0	0	0	0.0909	0.0727	Cellular Processes; Transport and catabolism; Autophagy - animal
ko04141	0.5139	0.25	2.0139	2.2778	3.6389	1.8194	1.4167	9.4722	1.6389	2.3333	38.0139	18.375	3.3056	2.5972	37.2917	Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum
ko04142	5.2963	0.5926	1.5556	0.6667	2.5185	1.1296	1.4074	61.4074	2.4444	0.7037	88.8148	8.7407	25.2593	1.463	237.7778	Cellular Processes; Transport and catabolism; Lysosome
ko04144	0.1059	0.0235	1.0588	0.9529	0.2706	0.7647	0.6471	0.0353	0.7529	0.0471	0.0471	0.0706	0	0.9412	0.0235	Cellular Processes; Transport and catabolism; Endocytosis
ko04145	0.3125	0.6667	3.2708	3.2083	1.6042	3.0625	2.3542	0	2	0.5417	0	0	0	2.9167	0	Cellular Processes; Transport and catabolism; Phagosome
ko04146	34.5405	4.027	2.4595	3.4595	11.4865	3.3784	3.2162	13.3514	9.3514	33.7297	83.7027	272.2432	16.8919	5.7297	1067	Cellular Processes; Transport and catabolism; Peroxisome
ko04150	0.2203	0.2203	1.2373	0.9322	0.5085	0.5424	0.7797	0.0169	1.0678	0.0339	0.0169	0.1186	0	0.7627	0.0678	Environmental Information Processing; Signal transduction; mTOR signaling pathway
ko04151	4.0152	3.3182	1.6061	1.3409	3.4318	1.2652	2.1364	5.0758	2.0682	2.7197	0	0	0	2.197	0	Environmental Information Processing; Signal transduction; PI3K-Akt signaling pathway
ko04152	10.6744	2.186	0.814	0.2558	3.093	0.4419	0.8837	0	3.2791	20.6512	55.8605	72.3023	13.8372	1.7442	223.1395	Environmental Information Processing; Signal transduction; AMPK signaling pathway
ko04210	0.2	0.1273	1.4545	1.1091	1.4727	1.6727	1.1273	0.1636	0.6545	0.2	0.0545	21.6545	0	1.1636	25.1455	Cellular Processes; Cell growth and death; Apoptosis
ko04211	11.0588	0.9706	0.7647	0.4118	10.6765	0.0588	0.5	0	3.0294	7.5588	31.9118	0	0	3.5882	263.8824	Organismal Systems; Aging; Longevity regulating pathway
ko04212	45.5517	5.1379	4.8621	1.9655	33.3793	2.4138	5.1379	0	15.5172	53.8621	173.1034	342.8621	38.8621	9.3448	902.1724	Organismal Systems; Aging; Longevity regulating pathway - worm
ko04213	21.7931	2.1724	1.8966	0.6552	22.6897	0.4483	1.3103	0	6.069	16.6897	92.2069	0	0	8.3793	503.1724	Organismal Systems; Aging; Longevity regulating pathway - multiple species
ko04214	1.5357	0.2143	0.3929	0.4643	5.3929	0.4643	0.7143	7.3571	2.2143	1.75	19.1786	0	6.1786	1.5357	115.1071	Cellular Processes; Cell growth and death; Apoptosis - fly
ko04215	0.15	0	0.35	0.1	1.05	0.3	0.3	0	0.1	0	0	0	0	0.4	0	Cellular Processes; Cell growth and death; Apoptosis - multiple species
ko04216	20.1765	3.8235	1.9412	3.0588	1.4118	2.9412	2	0	6.9412	26.5882	36.8235	0	0	1.5294	946.8235	Cellular Processes; Cell growth and death; Ferroptosis
ko04217	11.3265	1.8571	2.0204	1.449	7.5918	1.6939	2.0816	0	4.1633	7.0204	0	0	0	3.102	0	Cellular Processes; Cell growth and death; Necroptosis
ko04218	0.322	0.5932	0.5763	0.6271	0.1017	0.8644	0.5085	0.0508	1.5593	0.1186	0	0	0	0.3729	0	Cellular Processes; Cell growth and death; Cellular senescence
ko04260	5.6176	2.9118	13.3529	13.7353	12.5588	16.5588	9.0294	0	10.1471	2.5588	0	0	0	15.3529	0	Organismal Systems; Circulatory system; Cardiac muscle contraction
ko04261	2.625	2.1667	10.3125	10.0208	3.2708	12.7708	7.0208	0.125	8.0208	1.7083	0.2083	0	0	9.625	0.2083	Organismal Systems; Circulatory system; Adrenergic signaling in cardiomyocytes
ko04270	3.0833	4.5208	22.7708	22.9583	10.8125	22.7292	13.25	0	11.6667	3.4375	0.4792	0	0	21.4583	3.8542	Organismal Systems; Circulatory system; Vascular smooth muscle contraction
ko04310	0.3279	0.2459	2.1803	2.6721	0.5902	2.4098	0.8852	0.0164	2.7213	1.8033	0	0.0984	0	1.0492	0.082	Environmental Information Processing; Signal transduction; Wnt signaling pathway
ko04320	0	0	4	3.9286	0.4286	1.5714	1.1429	0	0.5	0	0	0	0	2.5714	0	Organismal Systems; Development and regeneration; Dorso-ventral axis formation
ko04330	0.8824	0.1176	16.2941	15.8824	2.3529	14.0588	4.2353	0.0588	12.2941	1	0	0.1176	0	9.3529	0.2941	Environmental Information Processing; Signal transduction; Notch signaling pathway
ko04340	1.9565	1.6957	3.6087	2.6087	4.1739	3.913	2.8261	0	3.3478	1.5652	0.2174	0.3913	0.1739	2.5217	0.2174	Environmental Information Processing; Signal transduction; Hedgehog signaling pathway
ko04341	0.9231	0.6154	2.6923	3.6154	2.0769	3.2308	3.2308	0.1538	2.2308	1.4615	0	0	0	1.6923	0	Environmental Information Processing; Signal transduction; Hedgehog signaling pathway - fly
ko04350	0.6429	0.381	6.0238	7.4524	2.6429	7.5238	3.381	0.0952	6.3095	1.2619	0.119	0.1429	0.119	4.1429	0.0952	Environmental Information Processing; Signal transduction; TGF-beta signaling pathway
ko04360	0.4531	0.3906	2.3594	2.7188	1.0156	2.4219	2.0781	0	2.1875	0.5156	0.0781	0.2188	0.1094	2.375	0.0312	Organismal Systems; Development and regeneration; Axon guidance
ko04361	0.5667	0.2333	3.2	3.7667	1.7333	2.2333	1.4667	7.2667	0.8667	0.1333	15.5667	7.6667	0	3.3667	22.9	Organismal Systems; Development and regeneration; Axon regeneration
ko04370	0	0	0.45	0.2	0.05	0.55	0	0	0	0	0	0	0	0.15	0	Environmental Information Processing; Signal transduction; VEGF signaling pathway
ko04371	0.7736	0.7547	2.7547	2.3396	0.3962	3.6415	2.717	0	3.5849	0.1887	0	0	0	2.1698	0	Environmental Information Processing; Signal transduction; Apelin signaling pathway
ko04380	0.06	0.12	0.86	0.78	0.04	0.62	0.78	0	0.36	0.14	0	0.02	0	0.64	0	Organismal Systems; Development and regeneration; Osteoclast differentiation
ko04390	0.4483	0.431	2.5	2.4138	2.1379	3.1552	2.3966	0	2.6379	2.2241	0.0517	0.0862	0.1034	2.2931	0.0862	Environmental Information Processing; Signal transduction; Hippo signaling pathway
ko04391	0.1481	0	4.3704	3.7407	1.1481	4.5185	2.5556	0	3.7778	0	0	0	0.037	3.8519	0	Environmental Information Processing; Signal transduction; Hippo signaling pathway - fly
ko04392	0.2308	0	4.6923	4.9231	0.8462	5.0769	2.7692	0	4	0	0	0	0	4.6923	0	Environmental Information Processing; Signal transduction; Hippo signaling pathway - multiple species
ko04510	0.8533	3.1867	3.64	3.48	2.6267	3.6133	2.24	0.12	2.5467	0.7067	1.6533	0.28	0	3.72	0.9467	Cellular Processes; Cellular community - eukaryotes; Focal adhesion
ko04512	1.7879	7.2121	4.3333	4.4545	3.1818	4.1515	3.6364	0.2121	2.9697	4.3939	0.5152	0.1212	0.1818	5.5455	1.8485	Environmental Information Processing; Signaling molecules and interaction; ECM-receptor interaction
ko04514	1.0364	0.4909	7.8	9.2545	2.6909	9.0182	4.8364	0.0364	9.2909	1.1818	0.0727	0.0909	0.0727	7.5455	0.1455	Environmental Information Processing; Signaling molecules and interaction; Cell adhesion molecules
ko04520	0.4688	0.0938	4.9062	5.625	1.875	6.125	1.8125	0.125	4.7812	0.5312	0	0.125	0.0625	2.1562	0.0938	Cellular Processes; Cellular community - eukaryotes; Adherens junction
ko04530	3.0377	2.9811	25.3019	24.8113	9.4906	25.0943	14.8679	0.2264	16.1132	3	0.4151	0.3208	0.434	23.6415	0.5283	Cellular Processes; Cellular community - eukaryotes; Tight junction
ko04540	0.2667	0.2	3.7	2.5333	1.3333	3.1333	2.0667	0.0333	3.5667	0.3	0.0667	0	0	2.8667	0.2	Cellular Processes; Cellular community - eukaryotes; Gap junction
ko04550	0.4386	0.386	1.5789	2.0702	0.9825	1.6667	1.7193	0	2.7895	2.0175	0.0175	0.0175	0	1.0702	0.0526	Cellular Processes; Cellular community - eukaryotes; Signaling pathways regulating pluripotency of stem cells
ko04610	0.1463	0.1951	1.6098	1.6829	0.4878	1.878	1.4634	0.0244	1.1463	0.1707	0.0732	0.0488	0	2.439	0.0732	Organismal Systems; Immune system; Complement and coagulation cascades
ko04611	0.4444	6.2	4.4222	3.8889	3.3556	3.7778	2.1556	0.0222	4.3111	0.3333	0.3111	0.3111	0	4.2444	0.1778	Organismal Systems; Immune system; Platelet activation
ko04612	1.3043	0.6957	4.3043	2.913	10.1739	3.0435	1.6087	0	3	0.7391	0	26.5217	0	5.3043	96.7826	Organismal Systems; Immune system; Antigen processing and presentation
ko04613	0.5333	0.6444	3.9333	4.2667	1.3333	4.0667	2.2222	0.1556	2.1111	0.6222	0	0	0	3.2889	0.0667	Organismal Systems; Immune system; Neutrophil extracellular trap formation
ko04614	8.6364	0.4545	0.9091	0.2727	0.6364	0.1818	0.0909	0.8182	1.0909	8.6364	0	0	1.3636	0.3636	0	Organismal Systems; Endocrine system; Renin-angiotensin system
ko04620	0.1579	0.0263	3.2368	3.5	0.6316	3.3684	2.0789	0	1.4474	0	0	0	0	2.6842	0	Organismal Systems; Immune system; Toll-like receptor signaling pathway
ko04621	2.3472	0.4306	1.3611	1.5278	9.0833	1.25	1.3194	12.3056	1.1667	2.8056	52.4028	32.7222	6.0278	2.9583	74.2083	Organismal Systems; Immune system; NOD-like receptor signaling pathway
ko04622	1.7778	0.2963	2	1.5556	0.4074	1.2222	1.3333	2.7037	1.1852	2.6667	6.7778	1.3333	1.5185	1.5556	51.0741	Organismal Systems; Immune system; RIG-I-like receptor signaling pathway
ko04623	0.0385	0	0.4231	0.9615	0	0.6923	1.4615	0	0.1154	0	0	0	0.0385	0.5385	0	Organismal Systems; Immune system; Cytosolic DNA-sensing pathway
ko04624	0	0	0.8621	2.2069	0.3103	2.0345	1.5172	0	0.5862	0	0.1034	0	0.069	2.0345	0	Organismal Systems; Immune system; Toll and Imd signaling pathway
ko04625	0.4634	0.7805	1.4146	1.8293	0.3659	1.0732	1.2439	0	0.4146	0.122	0	0	0	1.0732	0.122	Organismal Systems; Immune system; C-type lectin receptor signaling pathway
ko04626	13.2326	1.1395	0	0	0	0	0	0	4.6977	0	0	120.7209	0	0	0	Organismal Systems; Environmental adaptation; Plant-pathogen interaction
ko04630	0.6286	0.6143	1.5429	1.6143	0.8429	2.0143	1	0	1.6714	0.4286	0	0	0	0.5286	0	Environmental Information Processing; Signal transduction; JAK-STAT signaling pathway
ko04640	0.175	0.4	0.825	0.6	0.675	0.65	0.5	0	0.25	0.3	0	0	0	0.525	0	Organismal Systems; Immune system; Hematopoietic cell lineage
ko04650	0.1915	0	0.1277	0	0.4043	0.0213	0.2553	0	0.0213	0	0	0	0	0.0638	0	Organismal Systems; Immune system; Natural killer cell mediated cytotoxicity
ko04657	0.5366	0.0732	1.5122	1.7073	5.4878	1.439	1.2195	0	0.9512	0	0	0	0	3.1951	0	Organismal Systems; Immune system; IL-17 signaling pathway
ko04658	0.1176	0.1176	3.5882	4.3235	0.8824	3.0588	2.4412	0	1.5588	0	0	0	0	2.6765	0	Organismal Systems; Immune system; Th1 and Th2 cell differentiation
ko04659	0.5	0.1591	0.8636	1.5909	5.0682	0.7955	1.3409	0	0.8636	0.1136	0	0	0	2.5227	0	Organismal Systems; Immune system; Th17 cell differentiation
ko04660	0	0	1.4651	2.186	0.5814	1.2326	1.0465	0	0.6512	0	0	0.0465	0	1.2093	0	Organismal Systems; Immune system; T cell receptor signaling pathway
ko04662	0.3103	0.5862	1.3448	2.1379	1.3448	1.1724	1.8621	0.069	0.7241	0.4138	0	0	0.0345	0.9655	0	Organismal Systems; Immune system; B cell receptor signaling pathway
ko04664	0.5833	1.3333	0.7917	1	0.9583	0.8333	0.875	0	0.2083	1.25	0	0	0	0.875	0	Organismal Systems; Immune system; Fc epsilon RI signaling pathway
ko04666	0.2812	0.5312	1	0.5625	0.7812	1.1562	0.5312	0	0.2812	0.375	0	0	0	0.4062	0	Organismal Systems; Immune system; Fc gamma R-mediated phagocytosis
ko04668	0.0435	0	1.6304	1.5217	0.3913	1.7826	1.1739	0	0.587	0	0	0	0	1.2826	0	Environmental Information Processing; Signal transduction; TNF signaling pathway
ko04670	1.4211	0.6842	9.5	9.4474	3.5789	10.2895	6.2632	0.1842	12.1316	1.1053	2.9211	0	0.2105	9.2632	0.3158	Organismal Systems; Immune system; Leukocyte transendothelial migration
ko04672	0	0.7895	0.5789	0	0.9474	0.3158	0.6316	0	0.2632	0.6316	0	0	0	0.2105	0	Organismal Systems; Immune system; Intestinal immune network for IgA production
ko04710	0	0	0	0	0	0.1429	0	0	0	0	0	0	0	0	0	Organismal Systems; Environmental adaptation; Circadian rhythm
ko04711	0	0	0	0	0	0.3333	0	0	0	0	0	0	0	0	0	Organismal Systems; Environmental adaptation; Circadian rhythm - fly
ko04713	0.625	0.3	4.025	2.975	1.275	4.075	2.95	0.025	5.3	0.3	0	0	0	4.05	0.075	Organismal Systems; Environmental adaptation; Circadian entrainment
ko04714	5.6277	0.9043	2.8191	2.7234	4.1596	2.0957	2.0851	0	3.5	5.4468	0	0	0	2.9787	0	Organismal Systems; Environmental adaptation; Thermogenesis
ko04720	0.5	0.2727	3.8636	4.7727	0.9545	4.6364	1.4545	0	5.4091	0.8636	0.1818	0	0	0.9091	0	Organismal Systems; Nervous system; Long-term potentiation
ko04721	0.7143	0.9286	3.3929	2.8571	1.7143	2.6071	2.3929	0.3571	2.0357	0.4286	0	0	0	2.6786	0	Organismal Systems; Nervous system; Synaptic vesicle cycle
ko04722	0.0222	0	0.9111	1.6	0.4667	0.9111	0.7111	0.0444	0.7111	0	0	0.0444	0.0222	1.1111	0.0444	Organismal Systems; Nervous system; Neurotrophin signaling pathway
ko04723	0.5	0.6333	1	1.2167	0.5167	0.9167	1.1167	0	1.3667	0.3333	0.1333	0	0	1.15	0.1	Organismal Systems; Nervous system; Retrograde endocannabinoid signaling
ko04724	8.3409	1.0682	2.9773	2.5	4.4773	2.7273	2.9318	15.3636	3.6818	6.0227	44.4091	44.7955	6.3636	3.0455	293.5455	Organismal Systems; Nervous system; Glutamatergic synapse
ko04725	0.2	0.4444	1.8889	1.2444	0.8	1.0889	1.5778	0	0.8889	0.2222	0	0	0	1.8667	0.0222	Organismal Systems; Nervous system; Cholinergic synapse
ko04726	1.8605	0.7209	1.9535	1.7442	0.4884	1.907	1.6047	0	0.8372	1	0	0	0	1.9302	0	Organismal Systems; Nervous system; Serotonergic synapse
ko04727	11.1143	2.2857	1.8286	1.0286	5.2286	1.0571	3	33.5143	4.2857	8.2	72.2571	61.0286	0	2.2857	372.6857	Organismal Systems; Nervous system; GABAergic synapse
ko04728	1.6905	0.3095	0.7857	0.3333	0.3095	0.7143	1.0476	0.119	1	0.5476	0.1905	0	0	0.6429	24.7619	Organismal Systems; Nervous system; Dopaminergic synapse
ko04730	0.3478	0.3478	5.913	3.9565	2.087	4.9565	3.3043	0.1739	4.4348	0.3913	0.087	0	0	5.8261	0.1304	Organismal Systems; Nervous system; Long-term depression
ko04740	6.1538	7.2308	11.0769	7.2308	8	6.8462	8.6154	0.3077	7	4.2308	0.7692	0.4615	0	6.7692	0.3077	Organismal Systems; Sensory system; Olfactory transduction
ko04742	0.619	0.5714	0.2381	0.2857	0.9048	0.0476	0.8095	0	0.5714	0.3333	0.2857	0	0	0.0952	0	Organismal Systems; Sensory system; Taste transduction
ko04744	0.1111	0	1.7778	1.3333	0.1111	0.1111	0.5556	0	0.1111	0	0	0.2222	0.2222	0.1111	0	Organismal Systems; Sensory system; Phototransduction
ko04745	0	0	0	0.1111	0.2222	0.3333	0	0	0.5556	0	0	0	0	0.3333	0	Organismal Systems; Sensory system; Phototransduction - fly
ko04750	0.4412	0.7059	0.6471	0.3824	0.4412	0.7059	0.1176	0.1176	0.7941	0.2647	0.0588	0.0882	0	0.3824	4.8529	Organismal Systems; Sensory system; Inflammatory mediator regulation of TRP channels
ko04810	1.7093	2.186	13.093	12.4651	5.9419	13.0581	7.6977	0.1395	6.2442	2.6628	1.5116	0.3023	0.2674	12.093	0.314	Cellular Processes; Cell motility; Regulation of actin cytoskeleton
ko04910	12.4773	1.5455	2.0455	1.0682	3.25	1.9773	1.7045	8.6136	5.4091	5.7273	27.8636	26.2273	5.3409	2.1136	194.8864	Organismal Systems; Endocrine system; Insulin signaling pathway
ko04911	0.5588	0.3235	1.9412	2.5	0.4412	2.8235	1.6765	0	3.2353	0.4412	0.1176	0	0	1.8235	0.0294	Organismal Systems; Endocrine system; Insulin secretion
ko04912	0.0938	0.1875	0.6562	0.4375	0.4062	0.625	0.4688	0.0312	0.0938	0.0938	0.125	0	0	0.4375	0	Organismal Systems; Endocrine system; GnRH signaling pathway
ko04913	0.35	0.8	3.5	3.7	0.7	5.95	2.45	0	3.35	0.9	0.05	0	0	5.75	0.1	Organismal Systems; Endocrine system; Ovarian steroidogenesis
ko04914	0.8182	0.303	1.5152	1.4242	6.2727	1.3939	1.4545	0	1.4848	0.2727	82.2121	0	0	3.6364	67.5455	Organismal Systems; Endocrine system; Progesterone-mediated oocyte maturation
ko04915	0.9231	0.4103	3.0256	3.5641	6.1026	3.641	3.0256	15.5897	3.0256	0.2308	0	0	0	5.3077	57.1026	Organismal Systems; Endocrine system; Estrogen signaling pathway
ko04916	0.3235	0.1765	3.0882	4.0294	0.3235	4	1.8235	0	3.6471	0.5882	0	0	0	1.2353	5.7353	Organismal Systems; Endocrine system; Melanogenesis
ko04917	2.1034	0.4828	0.6552	0.1034	0.2414	0.2414	1.1724	0	0.7241	2	0	0	0	1.2414	0	Organismal Systems; Endocrine system; Prolactin signaling pathway
ko04918	1	0.7037	2.8148	3.5926	1.9259	3.6667	2.2222	2.4815	2.4074	1.1852	58.1481	26.1111	4.5185	2.5556	111.6296	Organismal Systems; Endocrine system; Thyroid hormone synthesis
ko04919	4.6522	2.6739	12.6304	12.5	3.5435	12.6087	6.8913	18.3478	8.5652	16.6957	42.913	0	0	9.913	96.9783	Organismal Systems; Endocrine system; Thyroid hormone signaling pathway
ko04920	23.4444	2.6296	3.1111	4	1.6667	2.963	2.9259	0	7.7778	22.7037	0	103.963	0	2.037	0	Organismal Systems; Endocrine system; Adipocytokine signaling pathway
ko04921	0.875	0.8393	3.2321	3.25	2.4643	3.9107	2.3214	0.0357	4.1964	0.625	0	0	0	3.5357	0.1071	Organismal Systems; Endocrine system; Oxytocin signaling pathway
