function	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
K01844	0.0000	0.0000	7.7580	0.0000	0.0000	0.0000	0.0000	74.6141	0.0000	0.0000	1.3184	0.0000	36.9055	0.0000	0.0850	kamD; beta-lysine 5,6-aminomutase alpha subunit [EC:5.4.3.3]
K01845	625.4817	312.6729	121.5701	0.0000	552.4101	27.3035	244.7218	888.1099	229.3272	454.7266	716.5493	360.3201	687.4921	67.4315	357.7420	hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
K01846	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	30.7260	0.0000	0.0000	122.5563	2.3509	47.8547	0.0000	1.1804	glmS, mutS, mamA; methylaspartate mutase sigma subunit [EC:5.4.99.1]
K01847	278.9010	76.2074	5.6020	0.0000	14.1432	0.0000	0.0000	13.1518	6.6139	138.4455	0.5149	230.1946	17.4064	0.0000	103.7467	MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]
K01848	0.0000	0.0000	7.2423	0.0000	0.0000	0.0000	18.0321	62.0560	0.0000	0.0000	48.9044	0.3028	30.2677	5.8513	1.0315	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]
K01849	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.5485	0.0000	0.0000	25.6289	0.0000	0.0000	0.0000	0.0000	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]
K01854	324.7702	524.9726	344.6227	0.0000	86.0562	51.3897	52.7506	151.0644	317.6235	543.5069	25.6894	452.3666	472.0533	127.5946	200.4635	glf; UDP-galactopyranose mutase [EC:5.4.99.9]
K01856	7.7661	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.4833	21.6737	0.0000	45.0043	0.0000	0.0000	24.0984	catB; muconate cycloisomerase [EC:5.5.1.1]
K01857	70.4868	56.9352	0.0000	0.0000	0.0000	0.0000	0.0000	3.0527	20.4498	140.0357	0.7535	13.9624	2.5428	0.0000	24.5792	pcaB; 3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]
K01858	293.2866	134.9655	0.0000	0.0000	13.3340	0.0000	27.7163	46.3261	147.2686	611.7399	5.6744	45.1277	62.1663	0.0000	43.3253	INO1, ISYNA1; myo-inositol-1-phosphate synthase [EC:5.5.1.4]
K01866	335.2823	302.7785	202.1553	22.3420	877.6433	0.0000	353.4962	1020.4270	96.1559	1447.6168	484.4214	699.3578	828.4704	497.6825	297.5405	YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]
K01867	481.0802	276.2242	179.6535	0.0000	693.2810	45.9004	326.2557	752.9738	237.5517	2001.2680	557.3191	825.6735	860.7689	455.6589	407.3302	WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]
K01868	344.7636	33.6353	125.6751	14.7303	867.5815	11.8284	243.5269	892.2123	114.4370	385.4557	541.8538	491.8381	693.0097	405.0909	212.8519	TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]
K01869	200.6130	9.4870	24.9581	11.3434	849.4113	14.7330	24.7137	57.1767	7.2678	8.4156	268.5268	279.9070	87.8662	410.7688	242.8837	LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]
K01870	199.0325	82.6190	139.1260	4.9594	672.0819	25.6916	78.4721	204.2908	145.2666	61.9263	4.8808	116.1667	346.6541	366.6236	233.2929	IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]
K01872	301.0988	266.3618	194.2410	10.7447	708.9345	4.4334	145.6369	1553.3088	265.8546	371.8914	408.2453	184.3356	1246.2198	284.8558	393.9706	AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]
K01873	125.3914	27.4588	151.4658	5.2134	728.3662	0.0000	78.9117	314.3032	63.6772	566.4890	576.3711	320.7918	602.0595	241.8583	254.2795	VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]
K01874	448.4590	275.4656	136.0178	6.7398	1075.5102	11.8994	342.9341	1969.1328	144.5500	932.1244	519.0629	438.3034	1139.7702	339.1043	406.5448	MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]
K01875	473.2556	360.3568	75.5479	0.0000	604.6641	18.5929	304.1444	721.3067	381.5095	1724.9776	493.0903	711.4806	432.9913	504.1786	232.3663	SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]
K01876	376.7445	223.6306	233.1378	7.3098	781.9978	40.6129	176.0382	647.9544	88.2283	407.4203	416.6797	261.6614	693.6740	536.9986	236.3056	aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]
K01878	143.2829	0.0000	149.6263	15.5458	957.1875	0.0000	282.5703	424.0332	34.0831	1382.8887	389.4933	655.3808	356.6555	306.6901	101.9455	glyQ; glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]
K01879	78.8463	0.0000	47.0042	0.0000	175.2097	11.5865	94.6593	98.1205	0.0000	4.0976	4.2261	303.5651	388.7944	56.9022	174.6019	glyS; glycyl-tRNA synthetase beta chain [EC:6.1.1.14]
K01880	290.9992	316.5654	354.2955	242.1585	0.0000	375.5515	706.5960	68.0486	94.2433	280.4206	192.2916	38.1396	276.8200	193.2935	178.7713	GARS, glyS1; glycyl-tRNA synthetase [EC:6.1.1.14]
K01881	366.0305	123.4232	226.4978	0.0000	1101.5812	20.5288	341.1043	438.9231	135.0492	387.3199	373.0389	275.9103	580.6914	420.8737	349.2680	PARS, proS; prolyl-tRNA synthetase [EC:6.1.1.15]
K01883	609.3184	1054.0029	463.0533	0.0000	991.3336	17.1292	1172.6482	420.6254	162.3474	421.3855	619.9232	438.1714	551.6317	622.3851	450.6345	CARS, cysS; cysteinyl-tRNA synthetase [EC:6.1.1.16]
K01885	721.9133	376.5229	69.8533	0.0000	877.5801	181.4091	91.2444	327.0291	271.4834	540.5084	416.2833	553.5031	494.1391	462.6866	787.2001	EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]
K01886	78.7206	0.0000	0.0000	0.0000	4.1854	7.0619	117.0366	255.8770	14.2676	5.1319	503.6528	173.7241	242.1489	17.4814	126.2268	QARS, glnS; glutaminyl-tRNA synthetase [EC:6.1.1.18]
K01887	392.4381	272.6061	365.0592	574.9997	873.8053	86.0970	493.7987	333.0985	226.0060	191.8504	89.4810	424.8283	667.4248	337.9692	461.7411	RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]
K01889	571.7334	413.4844	210.5449	0.0000	669.5636	0.0000	191.7864	388.8234	324.4164	221.2072	341.7965	368.9365	648.2252	494.2591	484.7459	FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
K01890	199.7396	271.2393	171.6620	11.6394	298.7852	9.9203	188.5815	706.4178	95.7617	465.1927	193.3968	240.8901	817.4320	332.0152	422.6110	FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
K01892	302.7761	189.2832	146.9239	21.8606	984.2023	8.8603	294.1787	1137.3194	257.1074	1636.9986	488.9291	705.6249	929.4702	519.5490	435.9021	HARS, hisS; histidyl-tRNA synthetase [EC:6.1.1.21]
K01893	32.0691	0.0000	402.6569	0.0000	55.8738	55.0048	132.4874	899.6904	14.3471	1702.8321	867.9628	473.5500	742.2982	65.0368	49.7955	NARS, asnS; asparaginyl-tRNA synthetase [EC:6.1.1.22]
K01895	432.9142	81.6160	765.4859	1130.7115	143.0943	764.2566	405.7026	40.9915	483.6670	92.9270	491.6164	127.7007	214.9255	618.4580	514.4654	ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]
K01897	833.5186	439.4361	76.8799	1843.9900	73.7449	624.7920	185.8169	140.4854	393.4569	955.7988	107.5311	736.3865	266.7520	19.7746	1119.0939	ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]
K01902	533.2128	300.7745	13.1894	15.2356	16.2266	0.0000	84.8845	42.5408	405.8198	259.9747	385.3977	495.8720	179.5928	0.0000	384.3660	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
K01903	554.7101	230.9907	0.0000	0.0000	6.3068	0.0000	84.6978	14.4051	158.5659	339.4829	312.1718	404.3319	202.2247	8.3805	254.9108	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
K01905	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.8166	acdA; acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]
K01906	51.4615	106.1939	0.0000	0.0000	0.0000	0.0000	0.0000	12.9753	17.9822	11.9266	1.3482	7.0875	4.8075	0.0000	39.2263	bioW; 6-carboxyhexanoate--CoA ligase [EC:6.2.1.14]
K01907	33.4012	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.3255	0.0000	0.0000	0.2543	124.8687	3.4624	0.0000	100.9224	AACS, acsA; acetoacetyl-CoA synthetase [EC:6.2.1.16]
K01908	165.3599	386.3627	0.0000	0.0000	0.0000	0.0000	0.0000	14.2444	54.1805	59.5918	434.0288	74.3016	111.2207	0.0000	224.5394	prpE; propionyl-CoA synthetase [EC:6.2.1.17]
K01910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	352.1149	59.5392	163.4345	353.3405	345.2636	45.0075	149.7131	2.4267	citC; [citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]
K01911	410.7640	305.8757	0.0000	0.0000	29.7261	7.5889	48.0916	42.7944	187.6082	551.6831	389.4705	62.5467	258.0447	7.9123	205.8421	menE; O-succinylbenzoic acid---CoA ligase [EC:6.2.1.26]
K01912	400.7436	0.0000	0.0000	0.0000	0.0000	9.8261	0.0000	16.9479	27.9215	110.1145	17.2407	541.2824	48.6974	0.0000	131.7188	paaK; phenylacetate-CoA ligase [EC:6.2.1.30]
K01914	17.8872	0.0000	60.0893	13.8533	7.2809	0.0000	211.7733	704.9905	18.8161	13.9686	599.8192	18.7875	563.8627	9.4778	24.4039	asnA; aspartate--ammonia ligase [EC:6.3.1.1]
K01915	798.9466	528.5025	16.9691	19.2003	761.7579	8.8603	229.1203	303.6136	218.0249	655.8287	96.8957	618.0051	222.8066	179.2108	984.1525	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]
K01916	365.6230	233.1028	168.4323	17.8474	990.6648	0.0000	111.8043	292.6371	317.3753	860.8525	398.3616	268.7772	748.0429	302.2205	492.3192	nadE; NAD+ synthase [EC:6.3.1.5]
K01918	549.4977	380.1245	14.6780	0.0000	701.3651	0.0000	52.8993	123.9435	496.3411	600.9737	399.5036	320.8943	245.6664	509.9277	246.4585	panC; pantoate--beta-alanine ligase [EC:6.3.2.1]
K01919	64.0415	0.0000	14.0379	0.0000	4.6018	5.9408	9.6766	205.8070	7.8776	74.6083	336.6475	439.8435	187.7476	16.7108	246.3723	gshA; glutamate--cysteine ligase [EC:6.3.2.2]
K01920	62.4590	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.5087	0.0000	8.5617	0.0000	361.7384	17.8810	0.0000	278.7226	gshB; glutathione synthase [EC:6.3.2.3]
K01921	368.6318	254.6607	179.1491	0.0000	661.4920	45.1538	56.4647	812.4098	61.0263	220.1058	876.0177	483.3026	818.2495	499.9053	785.0468	ddl; D-alanine-D-alanine ligase [EC:6.3.2.4]
K01922	0.0000	0.0000	70.2158	0.0000	0.0000	0.0000	0.0000	3.0696	0.0000	0.0000	0.0000	0.0000	299.6392	56.7294	0.0000	PPCS, COAB; phosphopantothenate---cysteine ligase (ATP) [EC:6.3.2.51]
K01923	641.2616	188.2276	99.9668	0.0000	396.1341	12.9341	211.2139	193.9256	501.8956	425.5431	345.6889	469.4571	284.9723	331.5998	504.1495	purC; phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
K01924	354.4025	134.4142	54.0343	0.0000	16.5006	0.0000	207.6117	354.3423	114.9102	151.4435	573.0113	471.9557	414.6224	36.1562	461.9825	murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]
K01925	384.0064	238.3861	108.1636	11.4046	609.9356	17.0054	66.4972	196.2447	41.4158	320.1503	143.5566	412.0167	426.7575	398.9490	407.9856	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
K01928	266.3271	145.6979	87.6322	0.0000	965.9510	26.5820	148.9523	278.6675	58.0762	714.0745	481.2679	570.7987	488.1440	450.8424	404.4485	murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]
K01929	279.6005	98.3147	86.9583	0.0000	624.3795	0.0000	117.8288	286.3312	79.0926	198.4650	772.9909	426.4322	636.6707	442.6533	398.2654	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
K01933	622.1531	356.7291	12.0826	13.8953	848.5647	10.1271	86.6883	1449.0003	134.6047	353.8674	424.9949	512.6945	819.1566	522.6544	341.5538	purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
K01934	471.3678	320.0768	0.0000	0.0000	61.7958	0.0000	23.4896	148.1922	261.9537	255.0697	429.2645	324.4797	168.2366	225.8151	445.6193	MTHFS; 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]
K01935	278.2834	234.5496	33.5868	0.0000	10.6730	18.6511	92.2793	611.9136	257.4558	295.4553	306.8463	149.5097	338.0657	0.0000	191.0270	bioD; dethiobiotin synthetase [EC:6.3.3.3]
K01937	498.5272	162.3214	245.9740	8.4726	740.8583	14.5655	130.7250	397.6771	127.4979	378.5638	259.5268	490.1936	873.8122	246.3483	251.1769	pyrG, CTPS; CTP synthase [EC:6.3.4.2]
K01938	242.7323	221.9611	174.1305	0.0000	26.3610	14.3021	71.4493	180.8505	76.6096	233.0910	222.5677	106.7577	380.7365	46.9374	219.4477	fhs; formate--tetrahydrofolate ligase [EC:6.3.4.3]
K01939	1155.3672	3238.0167	484.4064	0.0000	2217.0582	137.8520	2068.8237	852.3620	802.8503	2035.7203	508.3636	879.3641	513.9543	804.0280	442.0571	purA, ADSS; adenylosuccinate synthase [EC:6.3.4.4]
K01940	662.6831	360.9109	40.1486	22.7525	852.2363	9.8505	218.0923	253.9327	474.5111	272.5650	458.2581	376.7275	223.3751	534.0633	337.0375	argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]
K01945	871.7120	509.5633	19.3515	10.8895	337.6111	0.0000	89.9295	1065.2883	412.2837	620.7086	874.1920	512.1012	962.4353	348.3638	544.2749	purD; phosphoribosylamine---glycine ligase [EC:6.3.4.13]
K01950	291.1077	71.6589	25.3690	0.0000	0.0000	0.0000	119.3118	485.5307	239.3574	37.4720	245.4199	218.8976	559.7500	9.8884	39.0095	E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]
K01951	630.5403	407.1035	171.5474	0.0000	988.5899	7.6919	357.7424	1211.1699	470.9450	712.7748	604.6215	552.4169	1130.2220	537.3854	623.8004	guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
K01952	1092.8085	1171.8757	21.5407	12.4705	1703.3232	5.3990	341.1696	407.6705	1166.1387	1039.3364	9.3788	615.3346	476.1172	421.2914	912.7601	purL, PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
K01953	216.3917	294.8157	756.6930	222.8512	130.1596	992.5052	508.3207	159.7670	342.7202	338.5722	81.3861	355.4659	418.8973	417.7660	275.6215	asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
K01955	154.9278	7.1332	78.7650	0.0000	745.9620	0.0000	177.3554	561.6701	1.8656	62.1887	302.5546	286.7523	469.7313	431.5085	246.6394	carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
K01956	466.6633	397.5044	55.5469	0.0000	789.1234	10.6435	167.7208	1243.0959	43.6368	328.7040	793.5436	482.8740	1069.3699	359.5014	422.1754	carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]
K01958	260.4125	21.6263	87.0121	459.2164	28.5843	269.2167	244.5836	29.8635	60.8620	27.3632	1.0453	25.1204	39.2363	246.0484	102.8286	PC, pyc; pyruvate carboxylase [EC:6.4.1.1]
K01959	15.8245	0.0000	8.4935	9.6506	836.6193	0.0000	10.5736	2.9705	0.0000	0.0000	0.3609	25.6366	7.1755	452.8989	16.0912	pycA; pyruvate carboxylase subunit A [EC:6.4.1.1]
K01960	15.6253	14.2085	35.0774	0.0000	874.4247	0.0000	26.2010	4.9071	3.6090	2.3616	0.8942	21.9197	5.6158	544.1283	10.7446	pycB; pyruvate carboxylase subunit B [EC:6.4.1.1]
K01961	192.6872	18.1987	44.9282	10.2099	1262.0388	17.4136	208.1404	955.6208	12.3473	35.6608	508.1616	682.9469	459.4456	588.0083	214.6934	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
K01962	138.6399	74.7482	52.0761	0.0000	1036.2156	20.6840	371.4632	634.1960	33.0440	258.6761	662.9783	509.6800	399.7802	522.0155	346.4541	accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
K01963	149.5682	48.3807	69.0180	0.0000	741.7454	7.8752	145.1906	743.2076	60.5577	158.2609	368.8539	543.2320	448.7288	234.3592	323.7232	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
K01965	54.7408	48.5497	67.5680	0.0000	0.0000	0.0000	15.7663	0.0000	0.0000	0.0000	0.0000	193.4582	20.6939	297.3976	77.3007	PCCA, pccA; propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]
K01966	494.0000	172.8455	424.6982	609.2731	55.4223	703.4116	296.6865	16.5699	338.6826	134.4900	6.1460	302.1336	93.6624	258.6543	255.2368	PCCB, pccB; propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]
K01968	82.0159	12.6853	803.6989	0.0000	161.6345	0.0000	987.3337	4.2110	47.3068	8.7049	0.0000	320.9420	47.9935	545.9015	91.7996	E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]
K01969	143.6537	61.0858	312.1207	88.6612	9.2038	460.6211	592.2325	17.6006	34.8961	114.4628	1.6006	309.0700	44.2826	0.0000	205.0506	E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]
K01971	168.3352	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.0148	0.0000	1.8023	0.0000	237.1280	3.1989	0.0000	66.9003	ligD; bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]
K01972	391.9080	430.1252	193.0814	0.0000	907.6902	29.5095	159.0072	911.6925	162.6073	1040.2042	1156.0641	582.9506	1178.6475	605.0009	429.1079	E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]
K01991	55.8379	0.0000	0.0000	0.0000	6.3394	0.0000	0.0000	35.3732	0.0000	0.0000	428.3598	299.8478	168.9407	0.0000	177.6050	ABC-2.OM, wza; polysaccharide biosynthesis/export protein
K01995	440.1417	31.5662	14.3642	0.0000	9.7014	0.0000	17.8822	19.8743	30.9759	44.0420	439.1460	1684.5259	224.7009	0.0000	907.5729	livG; branched-chain amino acid transport system ATP-binding protein
K01996	467.7094	62.1711	0.0000	0.0000	10.4903	0.0000	0.0000	39.9654	17.4895	71.8108	338.7087	1976.5085	192.2676	0.0000	1203.5730	livF; branched-chain amino acid transport system ATP-binding protein
K01997	511.2388	0.0000	0.0000	0.0000	7.3026	0.0000	0.0000	30.5799	13.0075	108.3025	385.1235	1922.9468	222.8183	0.0000	1026.6931	livH; branched-chain amino acid transport system permease protein
K01998	167.7008	0.0000	0.0000	0.0000	22.2221	0.0000	0.0000	10.8250	22.8098	18.6488	411.6937	1791.4358	121.6840	0.0000	1065.8541	livM; branched-chain amino acid transport system permease protein
K01999	435.3219	141.4516	0.0000	0.0000	17.2676	0.0000	0.0000	17.6988	26.4533	68.2408	943.7931	2158.7643	393.8253	0.0000	1575.8124	livK; branched-chain amino acid transport system substrate-binding protein
K02000	93.5358	128.0609	0.0000	0.0000	6.1179	0.0000	0.0000	2.0220	0.0000	31.5784	324.0172	249.7770	103.1073	0.0000	566.2965	proV; glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]
K02001	76.9252	0.0000	0.0000	0.0000	24.1939	0.0000	0.0000	0.0000	14.4332	12.8395	339.9973	227.8889	125.9610	0.0000	538.8380	proW; glycine betaine/proline transport system permease protein
K02002	141.9506	26.1145	0.0000	0.0000	0.0000	0.0000	0.0000	11.1773	0.0000	17.7122	472.5483	258.0516	294.5149	0.0000	678.2925	proX; glycine betaine/proline transport system substrate-binding protein
K02006	10.8973	59.4548	14.1128	0.0000	0.0000	0.0000	56.7874	599.7473	4.4729	10.3634	198.0103	29.9466	275.4473	0.0000	33.6464	cbiO; cobalt/nickel transport system ATP-binding protein
K02007	150.7190	0.0000	0.0000	0.0000	0.0000	0.0000	20.2649	205.8354	0.0000	198.0801	95.9054	3.4547	55.1162	0.0000	24.6983	cbiM; cobalt/nickel transport system permease protein
K02008	100.5121	33.5094	0.0000	0.0000	0.0000	0.0000	0.0000	603.1375	25.4650	227.0881	99.5235	2.6566	325.9623	0.0000	17.0691	cbiQ; cobalt/nickel transport system permease protein
K02009	57.7080	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	129.7455	0.0000	168.6044	116.1080	14.2241	54.4124	0.0000	24.7692	cbiN; cobalt/nickel transport protein
K02010	289.6792	201.7947	12.2664	0.0000	786.4930	12.0683	166.2825	370.3060	148.7314	105.2902	364.2408	554.9750	495.6183	426.5116	954.9465	afuC, fbpC; iron(III) transport system ATP-binding protein [EC:3.6.3.30]
K02011	84.7970	103.2794	38.0441	0.0000	805.3972	29.7320	53.8239	460.1511	36.6177	42.7139	151.5366	506.1927	296.0610	490.6563	818.1511	afuB, fbpB; iron(III) transport system permease protein
K02012	174.6832	23.6214	71.0023	0.0000	986.4514	0.0000	58.4575	1363.6871	61.7933	109.6602	431.6326	421.7326	979.2793	522.7584	1041.1082	afuA, fbpA; iron(III) transport system substrate-binding protein
K02017	79.2231	24.6061	0.0000	0.0000	0.0000	0.0000	0.0000	45.5495	29.7577	49.6620	447.4334	357.5136	259.9206	0.0000	142.9362	modC; molybdate transport system ATP-binding protein [EC:3.6.3.29]
K02018	238.5731	37.5120	18.4370	0.0000	393.2239	13.0619	91.1887	237.4406	139.1942	110.1299	411.6848	333.4495	206.9441	162.1762	201.1928	modB; molybdate transport system permease protein
K02020	247.7437	289.1343	33.3646	18.9552	513.3439	0.0000	138.3621	263.1412	171.0770	326.1992	545.7388	378.2005	284.2284	390.8655	246.5385	modA; molybdate transport system substrate-binding protein
K02031	790.2387	759.5765	7.4566	0.0000	30.8340	6.9628	72.8048	1047.5997	388.4070	681.0196	159.0283	896.3388	600.6534	10.1846	3294.0601	ABC.PE.A; peptide/nickel transport system ATP-binding protein
K02032	920.4743	748.6676	7.4566	0.0000	547.1331	6.9628	95.8765	855.3305	408.7314	649.9011	477.2882	940.5799	764.0374	117.5620	2743.9771	ABC.PE.A1; peptide/nickel transport system ATP-binding protein
K02033	1118.4447	571.6146	76.7556	28.1320	429.4564	12.1795	171.0209	454.4392	302.1466	449.0344	224.4253	1162.9770	599.3164	399.9449	4337.8967	ABC.PE.P; peptide/nickel transport system permease protein
K02034	1702.3387	803.0030	41.9317	0.0000	707.4592	0.0000	137.4918	590.4123	359.8306	840.2975	249.1182	1259.4802	803.8358	408.2225	3959.9550	ABC.PE.P1; peptide/nickel transport system permease protein
K02035	1383.4674	876.5817	58.8823	0.0000	1344.6702	14.8729	76.6776	1443.2312	433.6801	843.7251	424.3957	1529.9625	752.2570	725.7295	4468.2575	ABC.PE.S; peptide/nickel transport system substrate-binding protein
K02036	1359.9663	409.6316	266.2557	0.0000	132.5623	15.6984	275.1901	297.3863	407.4968	894.4693	424.8695	350.1389	743.3872	140.2314	486.7814	pstB; phosphate transport system ATP-binding protein [EC:3.6.3.27]
K02037	445.8336	328.2529	50.7794	0.0000	105.9441	21.8870	93.4725	645.5844	350.1291	2492.0063	631.8725	993.0416	699.9862	62.4454	481.8116	pstC; phosphate transport system permease protein
K02038	694.5215	470.5911	138.4399	16.6778	52.7372	0.0000	351.4719	1794.5892	302.6702	484.2713	812.9471	523.0723	1302.1963	90.6905	478.4925	pstA; phosphate transport system permease protein
K02040	666.7049	220.0813	14.7857	0.0000	17.7198	0.0000	217.6921	943.1425	66.3187	419.7593	1393.0364	424.8852	1338.9782	29.3997	474.8870	pstS; phosphate transport system substrate-binding protein
K02041	45.8626	128.7537	15.3486	0.0000	0.0000	0.0000	19.7079	135.0280	16.3518	154.7532	122.2195	250.4633	299.2235	13.0462	437.5274	phnC; phosphonate transport system ATP-binding protein [EC:3.6.3.28]
K02042	35.9948	57.9773	0.0000	0.0000	0.0000	0.0000	0.0000	233.4444	7.9870	55.2719	144.4739	250.3726	203.5758	36.1904	588.1552	phnE; phosphonate transport system permease protein
K02044	49.2855	106.5017	13.5895	0.0000	0.0000	0.0000	97.5605	330.6311	33.0018	863.9665	197.4327	580.6480	242.9267	0.0000	320.9140	phnD; phosphonate transport system substrate-binding protein
K02045	35.3144	31.8122	0.0000	0.0000	561.1103	15.4537	19.5543	7.7118	11.3434	25.3043	386.4486	347.8154	157.3194	0.0000	200.8648	cysA; sulfate transport system ATP-binding protein [EC:3.6.3.25]
K02046	67.9388	0.0000	0.0000	0.0000	8.8280	0.0000	0.0000	2.5390	7.4692	40.9330	318.9260	308.0325	100.1467	0.0000	295.3912	cysU; sulfate transport system permease protein
K02047	40.4310	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.8342	14.2214	33.5065	376.4388	314.5952	237.9127	0.0000	262.6901	cysW; sulfate transport system permease protein
K02048	44.3735	0.0000	0.0000	0.0000	0.0000	0.0000	45.1254	20.7836	0.0000	17.1791	781.0462	429.8960	248.4098	0.0000	294.7738	cysP, sbp; sulfate transport system substrate-binding protein
K02052	110.4967	22.2080	0.0000	0.0000	0.0000	0.0000	0.0000	130.0321	0.0000	11.8212	441.8717	267.1042	325.1157	19.2925	989.5119	ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein
K02053	137.1062	81.2441	0.0000	0.0000	7.5733	14.3886	0.0000	310.8814	0.0000	34.1959	353.4518	228.4639	198.1324	13.0987	797.7165	ABC.SP.P; putative spermidine/putrescine transport system permease protein
K02054	88.0948	0.0000	29.1438	0.0000	0.0000	0.0000	0.0000	332.7929	22.1541	32.2134	444.6411	302.2763	481.5090	0.0000	784.0663	ABC.SP.P1; putative spermidine/putrescine transport system permease protein
K02055	130.1396	104.5578	66.9405	20.9489	0.0000	54.4179	0.0000	294.3690	39.1535	78.8441	320.9875	412.3314	248.4809	23.2979	1209.9386	ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
K02062	80.7681	57.7722	0.0000	0.0000	18.3462	0.0000	22.7445	6.3896	14.6742	61.9357	9.8855	30.4218	40.1899	0.0000	329.3902	thiQ; thiamine transport system ATP-binding protein
K02063	65.1492	14.2830	0.0000	0.0000	0.0000	0.0000	8.7795	99.9495	7.2558	39.8342	394.8089	26.9905	175.0867	0.0000	313.6605	thiP; thiamine transport system permease protein
K02064	103.9671	65.9223	0.0000	0.0000	13.9407	0.0000	30.1740	30.7792	5.8975	51.8115	8.1633	34.2977	85.9369	0.0000	261.5282	thiB, tbpA; thiamine transport system substrate-binding protein
