function	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
K00949	16.0000	18.0000	1.0000	2.0000	57.0000	1.0000	6.0000	91.0000	8.0000	32.0000	181.0000	167.0000	13.0000	23.0000	1064.0000	thiN, TPK1, THI80; thiamine pyrophosphokinase [EC:2.7.6.2]
K00950	54.0000	8.0000	2.0000	0.0000	55.0000	2.0000	5.0000	10.0000	24.0000	49.0000	285.0000	517.0000	25.0000	28.0000	1662.0000	folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]
K00951	123.0000	1.0000	29.0000	0.0000	225.0000	4.0000	13.0000	693.0000	7.0000	84.0000	1300.0000	1769.0000	550.0000	128.0000	3979.0000	relA; GTP pyrophosphokinase [EC:2.7.6.5]
K00954	56.0000	7.0000	2.0000	1.0000	55.0000	2.0000	3.0000	129.0000	9.0000	49.0000	419.0000	481.0000	90.0000	28.0000	1526.0000	E2.7.7.3A, coaD, kdtB; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
K00955	1.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	90.0000	2.0000	0.0000	1688.0000	cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
K00956	36.0000	23.0000	0.0000	0.0000	0.0000	1.0000	1.0000	8.0000	14.0000	68.0000	834.0000	438.0000	57.0000	2.0000	327.0000	cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]
K00957	54.0000	5.0000	1.0000	0.0000	6.0000	0.0000	0.0000	10.0000	12.0000	45.0000	839.0000	661.0000	58.0000	16.0000	1525.0000	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
K00958	61.0000	0.0000	2.0000	0.0000	82.0000	1.0000	3.0000	12.0000	1.0000	22.0000	7.0000	191.0000	1.0000	23.0000	205.0000	sat, met3; sulfate adenylyltransferase [EC:2.7.7.4]
K00962	257.0000	16.0000	20.0000	1.0000	172.0000	6.0000	16.0000	452.0000	70.0000	210.0000	750.0000	1519.0000	310.0000	77.0000	5061.0000	pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
K00963	83.0000	6.0000	13.0000	0.0000	121.0000	3.0000	12.0000	679.0000	12.0000	65.0000	851.0000	470.0000	278.0000	37.0000	3316.0000	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
K00965	59.0000	10.0000	10.0000	0.0000	2.0000	1.0000	14.0000	511.0000	19.0000	58.0000	1828.0000	193.0000	370.0000	12.0000	1057.0000	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
K00966	27.0000	7.0000	0.0000	0.0000	2.0000	1.0000	0.0000	12.0000	20.0000	96.0000	11.0000	37.0000	20.0000	0.0000	388.0000	GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
K00968	0.0000	2.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	175.0000	2.0000	4.0000	0.0000	220.0000	PCYT1; choline-phosphate cytidylyltransferase [EC:2.7.7.15]
K00969	72.0000	4.0000	9.0000	3.0000	34.0000	2.0000	18.0000	181.0000	16.0000	69.0000	481.0000	428.0000	126.0000	35.0000	2279.0000	nadD; nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]
K00970	195.0000	8.0000	1.0000	0.0000	1.0000	0.0000	9.0000	52.0000	74.0000	116.0000	38.0000	949.0000	57.0000	1.0000	4783.0000	pcnB; poly(A) polymerase [EC:2.7.7.19]
K00971	116.0000	4.0000	7.0000	0.0000	166.0000	1.0000	7.0000	223.0000	53.0000	18.0000	1419.0000	153.0000	139.0000	51.0000	2385.0000	manC, cpsB; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
K00973	78.0000	11.0000	2.0000	0.0000	9.0000	0.0000	6.0000	84.0000	59.0000	92.0000	829.0000	573.0000	97.0000	7.0000	1892.0000	E2.7.7.24, rfbA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]
K00975	102.0000	13.0000	3.0000	0.0000	2.0000	0.0000	2.0000	1148.0000	12.0000	67.0000	1436.0000	253.0000	326.0000	5.0000	1970.0000	glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
K00978	0.0000	0.0000	0.0000	0.0000	34.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	152.0000	1.0000	1.0000	63.0000	rfbF; glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]
K00979	16.0000	0.0000	7.0000	1.0000	64.0000	0.0000	5.0000	68.0000	0.0000	1.0000	1020.0000	503.0000	62.0000	41.0000	1284.0000	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]
K00980	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	22.0000	14.0000	40.0000	1.0000	10.0000	tagD; glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]
K00981	142.0000	7.0000	4.0000	0.0000	19.0000	0.0000	11.0000	157.0000	34.0000	73.0000	616.0000	880.0000	79.0000	18.0000	3510.0000	E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]
K00983	8.0000	0.0000	0.0000	0.0000	61.0000	1.0000	2.0000	0.0000	15.0000	2.0000	3.0000	90.0000	0.0000	10.0000	44.0000	neuA; N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]
K00988	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	70.0000	APA1_2; ATP adenylyltransferase [EC:2.7.7.53]
K00990	37.0000	6.0000	0.0000	0.0000	4.0000	0.0000	0.0000	8.0000	3.0000	35.0000	2037.0000	1428.0000	96.0000	0.0000	539.0000	glnD; [protein-PII] uridylyltransferase [EC:2.7.7.59]
K00991	79.0000	6.0000	1.0000	0.0000	3.0000	0.0000	9.0000	88.0000	22.0000	71.0000	1192.0000	238.0000	88.0000	0.0000	1680.0000	ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]
K00992	7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	417.0000	4.0000	0.0000	565.0000	murU; N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]
K00995	129.0000	15.0000	8.0000	1.0000	61.0000	0.0000	11.0000	176.0000	67.0000	251.0000	720.0000	832.0000	99.0000	25.0000	2189.0000	pgsA, PGS1; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]
K00997	50.0000	6.0000	3.0000	0.0000	33.0000	1.0000	0.0000	32.0000	19.0000	44.0000	213.0000	262.0000	30.0000	7.0000	1253.0000	acpS; holo-[acyl-carrier protein] synthase [EC:2.7.8.7]
K00998	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	6.0000	0.0000	2.0000	0.0000	635.0000	42.0000	40.0000	0.0000	0.0000	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
K01000	92.0000	6.0000	1.0000	0.0000	79.0000	0.0000	6.0000	86.0000	14.0000	79.0000	566.0000	944.0000	84.0000	36.0000	2830.0000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]
K01004	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	3.0000	119.0000	3.0000	0.0000	230.0000	pcs; phosphatidylcholine synthase [EC:2.7.8.24]
K01006	22.0000	4.0000	0.0000	0.0000	0.0000	1.0000	1.0000	164.0000	8.0000	19.0000	75.0000	436.0000	55.0000	8.0000	3136.0000	ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]
K01007	14.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19.0000	1.0000	728.0000	3.0000	0.0000	349.0000	pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]
K01008	61.0000	0.0000	2.0000	1.0000	149.0000	1.0000	2.0000	207.0000	10.0000	6.0000	617.0000	731.0000	92.0000	31.0000	613.0000	selD, SEPHS; selenide, water dikinase [EC:2.7.9.3]
K01011	160.0000	8.0000	21.0000	32.0000	11.0000	21.0000	25.0000	238.0000	81.0000	102.0000	1575.0000	1040.0000	128.0000	18.0000	3789.0000	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
K01012	147.0000	25.0000	3.0000	0.0000	5.0000	0.0000	9.0000	336.0000	32.0000	68.0000	637.0000	553.0000	170.0000	3.0000	2235.0000	bioB; biotin synthase [EC:2.8.1.6]
K01015	11.0000	12.0000	3.0000	0.0000	4.0000	0.0000	2.0000	0.0000	9.0000	15.0000	0.0000	1.0000	2.0000	2.0000	0.0000	SULT2B1; alcohol sulfotransferase [EC:2.8.2.2]
K01026	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	4.0000	32.0000	0.0000	0.0000	117.0000	339.0000	5.0000	4.0000	29.0000	pct; propionate CoA-transferase [EC:2.8.3.1]
K01028	27.0000	6.0000	1.0000	0.0000	1.0000	0.0000	2.0000	8.0000	25.0000	25.0000	23.0000	553.0000	7.0000	0.0000	1169.0000	E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]
K01029	27.0000	3.0000	0.0000	0.0000	0.0000	0.0000	1.0000	11.0000	6.0000	20.0000	12.0000	528.0000	5.0000	0.0000	1185.0000	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]
K01031	32.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	23.0000	1.0000	45.0000	1.0000	0.0000	260.0000	pcaI; 3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]
K01032	12.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	3.0000	0.0000	7.0000	2.0000	49.0000	2.0000	0.0000	226.0000	pcaJ; 3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]
K01034	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.0000	1.0000	0.0000	187.0000	1.0000	19.0000	3.0000	33.0000	atoD; acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]
K01035	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	27.0000	0.0000	0.0000	267.0000	10.0000	7.0000	2.0000	10.0000	atoA; acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]
K01039	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	1.0000	0.0000	0.0000	159.0000	2.0000	0.0000	249.0000	gctA; glutaconate CoA-transferase, subunit A [EC:2.8.3.12]
K01040	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	111.0000	0.0000	0.0000	150.0000	gctB; glutaconate CoA-transferase, subunit B [EC:2.8.3.12]
K01042	80.0000	4.0000	8.0000	0.0000	169.0000	2.0000	6.0000	79.0000	4.0000	10.0000	1276.0000	984.0000	49.0000	44.0000	963.0000	selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]
K01046	18.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	40.0000	0.0000	0.0000	3.0000	lip, TGL2; triacylglycerol lipase [EC:3.1.1.3]
K01047	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	PLA2G, SPLA2; secretory phospholipase A2 [EC:3.1.1.4]
K01048	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	107.0000	1.0000	5.0000	1060.0000	378.0000	79.0000	1.0000	1221.0000	pldB; lysophospholipase [EC:3.1.1.5]
K01051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	743.0000	4.0000	25.0000	0.0000	1.0000	E3.1.1.11; pectinesterase [EC:3.1.1.11]
K01053	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	1.0000	0.0000	169.0000	0.0000	4.0000	53.0000	E3.1.1.17, gnl, RGN; gluconolactonase [EC:3.1.1.17]
K01054	0.0000	0.0000	0.0000	7.0000	1.0000	0.0000	0.0000	0.0000	15.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	MGLL; acylglycerol lipase [EC:3.1.1.23]
K01055	37.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	2.0000	20.0000	0.0000	22.0000	10.0000	0.0000	727.0000	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
K01057	52.0000	5.0000	0.0000	0.0000	2.0000	2.0000	1.0000	14.0000	21.0000	35.0000	8.0000	267.0000	20.0000	8.0000	1299.0000	PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]
K01058	4.0000	0.0000	1.0000	0.0000	0.0000	0.0000	9.0000	6.0000	2.0000	0.0000	762.0000	556.0000	40.0000	2.0000	139.0000	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]
K01059	0.0000	0.0000	3.0000	2.0000	3.0000	24.0000	4.0000	0.0000	21.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	-
K01060	7.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	403.0000	0.0000	0.0000	524.0000	36.0000	132.0000	3.0000	520.0000	cah; cephalosporin-C deacetylase [EC:3.1.1.41]
K01061	11.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	3.0000	4.0000	1.0000	1306.0000	671.0000	48.0000	0.0000	784.0000	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]
K01067	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	78.0000	0.0000	0.0000	5.0000	E3.1.2.1, ACH1; acetyl-CoA hydrolase [EC:3.1.2.1]
K01068	2.0000	0.0000	47.0000	40.0000	5.0000	57.0000	20.0000	0.0000	48.0000	0.0000	0.0000	0.0000	0.0000	57.0000	1.0000	ACOT1_2_4; acyl-coenzyme A thioesterase 1/2/4 [EC:3.1.2.2]
K01069	21.0000	0.0000	4.0000	0.0000	1.0000	0.0000	6.0000	3.0000	23.0000	40.0000	354.0000	461.0000	12.0000	2.0000	1732.0000	gloB, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]
K01070	9.0000	3.0000	3.0000	0.0000	3.0000	0.0000	4.0000	1.0000	0.0000	3.0000	827.0000	629.0000	52.0000	0.0000	1525.0000	frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]
K01071	2.0000	0.0000	5.0000	0.0000	2.0000	12.0000	1.0000	16.0000	1.0000	0.0000	6.0000	32.0000	60.0000	3.0000	142.0000	MCH; medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21]
K01075	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	48.0000	1.0000	0.0000	268.0000	E3.1.2.23; 4-hydroxybenzoyl-CoA thioesterase [EC:3.1.2.23]
K01077	51.0000	7.0000	4.0000	2.0000	3.0000	29.0000	11.0000	57.0000	15.0000	101.0000	783.0000	176.0000	32.0000	12.0000	1743.0000	E3.1.3.1, phoA, phoB; alkaline phosphatase [EC:3.1.3.1]
K01078	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	43.0000	2.0000	0.0000	264.0000	PHO; acid phosphatase [EC:3.1.3.2]
K01079	57.0000	21.0000	0.0000	0.0000	2.0000	1.0000	3.0000	4.0000	13.0000	67.0000	798.0000	499.0000	28.0000	0.0000	2362.0000	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]
K01081	70.0000	11.0000	12.0000	1.0000	7.0000	2.0000	5.0000	14.0000	8.0000	40.0000	5.0000	814.0000	204.0000	13.0000	2913.0000	E3.1.3.5; 5'-nucleotidase [EC:3.1.3.5]
K01082	24.0000	1.0000	0.0000	0.0000	7.0000	0.0000	1.0000	3.0000	7.0000	40.0000	489.0000	245.0000	17.0000	2.0000	1470.0000	cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]
K01083	33.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	135.0000	7.0000	0.0000	245.0000	E3.1.3.8; 3-phytase [EC:3.1.3.8]
K01085	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	1.0000	0.0000	722.0000	4.0000	24.0000	0.0000	91.0000	agp; glucose-1-phosphatase [EC:3.1.3.10]
K01087	46.0000	4.0000	0.0000	0.0000	0.0000	0.0000	1.0000	9.0000	12.0000	36.0000	417.0000	287.0000	30.0000	0.0000	496.0000	otsB; trehalose 6-phosphate phosphatase [EC:3.1.3.12]
K01089	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	4.0000	1.0000	0.0000	743.0000	249.0000	24.0000	0.0000	299.0000	hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15]
K01091	43.0000	0.0000	1.0000	0.0000	59.0000	0.0000	5.0000	6.0000	6.0000	12.0000	504.0000	1285.0000	54.0000	1.0000	3527.0000	gph; phosphoglycolate phosphatase [EC:3.1.3.18]
K01092	89.0000	5.0000	2.0000	0.0000	4.0000	0.0000	16.0000	65.0000	46.0000	184.0000	72.0000	1172.0000	40.0000	0.0000	3587.0000	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
K01093	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	934.0000	28.0000	53.0000	0.0000	0.0000	appA; 4-phytase / acid phosphatase [EC:3.1.3.26 3.1.3.2]
K01095	2.0000	1.0000	2.0000	0.0000	50.0000	0.0000	4.0000	6.0000	0.0000	4.0000	388.0000	284.0000	42.0000	10.0000	88.0000	pgpA; phosphatidylglycerophosphatase A [EC:3.1.3.27]
K01096	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	1.0000	0.0000	2.0000	0.0000	315.0000	4.0000	0.0000	1.0000	0.0000	pgpB; phosphatidylglycerophosphatase B [EC:3.1.3.27 3.1.3.81 3.1.3.4 3.6.1.27]
K01097	21.0000	16.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	12.0000	0.0000	0.0000	1.0000	0.0000	0.0000	NANP; N-acylneuraminate-9-phosphatase [EC:3.1.3.29]
K01113	29.0000	35.0000	0.0000	0.0000	2.0000	0.0000	2.0000	9.0000	20.0000	172.0000	3.0000	328.0000	24.0000	0.0000	1283.0000	phoD; alkaline phosphatase D [EC:3.1.3.1]
K01114	10.0000	1.0000	1.0000	0.0000	1.0000	0.0000	0.0000	30.0000	4.0000	65.0000	82.0000	9.0000	3.0000	0.0000	402.0000	plc; phospholipase C [EC:3.1.4.3]
K01119	18.0000	0.0000	1.0000	0.0000	3.0000	0.0000	10.0000	386.0000	0.0000	1.0000	258.0000	29.0000	101.0000	3.0000	1342.0000	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]
K01120	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	61.0000	0.0000	0.0000	1.0000	0.0000	8.0000	1.0000	0.0000	cpdP; 3',5'-cyclic-nucleotide phosphodiesterase [EC:3.1.4.17]
K01122	0.0000	0.0000	6.0000	5.0000	1.0000	27.0000	7.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	-
K01125	0.0000	3.0000	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	7.0000	0.0000	0.0000	0.0000	1.0000	0.0000	-
K01126	297.0000	38.0000	3.0000	0.0000	5.0000	1.0000	2.0000	468.0000	65.0000	276.0000	1565.0000	1294.0000	234.0000	3.0000	7354.0000	E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
K01129	106.0000	6.0000	0.0000	0.0000	3.0000	0.0000	13.0000	107.0000	8.0000	108.0000	1119.0000	968.0000	100.0000	0.0000	5451.0000	dgt; dGTPase [EC:3.1.5.1]
K01130	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	1.0000	1.0000	1400.0000	170.0000	53.0000	0.0000	669.0000	E3.1.6.1, aslA; arylsulfatase [EC:3.1.6.1]
K01131	0.0000	0.0000	0.0000	5.0000	0.0000	2.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	STS; steryl-sulfatase [EC:3.1.6.2]
K01134	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	ARSA; arylsulfatase A [EC:3.1.6.8]
K01137	0.0000	0.0000	0.0000	1.0000	1.0000	2.0000	2.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	GNS; N-acetylglucosamine-6-sulfatase [EC:3.1.6.14]
K01139	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	2.0000	0.0000	2.0000	1551.0000	31.0000	59.0000	0.0000	88.0000	spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]
K01141	27.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	4.0000	1.0000	628.0000	573.0000	8.0000	0.0000	524.0000	sbcB, exoI; exodeoxyribonuclease I [EC:3.1.11.1]
K01142	203.0000	19.0000	5.0000	1.0000	120.0000	2.0000	16.0000	234.0000	89.0000	147.0000	827.0000	1367.0000	128.0000	58.0000	3690.0000	E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]
K01151	12.0000	0.0000	13.0000	0.0000	5.0000	0.0000	5.0000	389.0000	0.0000	2.0000	642.0000	171.0000	162.0000	2.0000	647.0000	nfo; deoxyribonuclease IV [EC:3.1.21.2]
K01158	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	17.0000	DNASE2; deoxyribonuclease II [EC:3.1.22.1]
K01159	67.0000	7.0000	1.0000	0.0000	41.0000	1.0000	7.0000	17.0000	40.0000	19.0000	360.0000	505.0000	56.0000	4.0000	1889.0000	ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]
K01173	4.0000	0.0000	4.0000	3.0000	39.0000	20.0000	4.0000	0.0000	3.0000	1.0000	1.0000	542.0000	2.0000	4.0000	37.0000	ENDOG; endonuclease G, mitochondrial
K01176	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	776.0000	204.0000	28.0000	0.0000	137.0000	AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]
K01179	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	66.0000	0.0000	0.0000	392.0000	E3.2.1.4; endoglucanase [EC:3.2.1.4]
K01182	14.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	1.0000	44.0000	4.0000	0.0000	1082.0000	IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]
K01183	6.0000	0.0000	9.0000	0.0000	1.0000	1.0000	3.0000	167.0000	0.0000	0.0000	16.0000	10.0000	74.0000	8.0000	474.0000	E3.2.1.14; chitinase [EC:3.2.1.14]
K01186	113.0000	8.0000	10.0000	0.0000	93.0000	0.0000	21.0000	637.0000	53.0000	5.0000	2111.0000	126.0000	321.0000	8.0000	2971.0000	NEU1; sialidase-1 [EC:3.2.1.18]
K01187	138.0000	3.0000	14.0000	0.0000	4.0000	1.0000	6.0000	669.0000	26.0000	11.0000	1664.0000	245.0000	269.0000	6.0000	2972.0000	malZ; alpha-glucosidase [EC:3.2.1.20]
K01190	52.0000	0.0000	3.0000	1.0000	0.0000	0.0000	7.0000	659.0000	3.0000	316.0000	1142.0000	813.0000	294.0000	5.0000	2295.0000	lacZ; beta-galactosidase [EC:3.2.1.23]
K01191	39.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	53.0000	0.0000	0.0000	2308.0000	MAN2C1; alpha-mannosidase [EC:3.2.1.24]
K01192	6.0000	0.0000	0.0000	2.0000	0.0000	5.0000	3.0000	1.0000	1.0000	0.0000	1.0000	32.0000	1.0000	10.0000	195.0000	E3.2.1.25, MANBA, manB; beta-mannosidase [EC:3.2.1.25]
K01193	46.0000	12.0000	6.0000	0.0000	1.0000	3.0000	9.0000	558.0000	15.0000	146.0000	598.0000	366.0000	206.0000	3.0000	1028.0000	INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]
K01194	0.0000	0.0000	6.0000	0.0000	1.0000	1.0000	4.0000	1.0000	3.0000	1.0000	1997.0000	12.0000	39.0000	0.0000	9.0000	TREH, treA, treF; alpha,alpha-trehalase [EC:3.2.1.28]
K01195	9.0000	0.0000	27.0000	21.0000	11.0000	22.0000	11.0000	70.0000	18.0000	1.0000	144.0000	15.0000	198.0000	19.0000	93.0000	uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]
K01197	23.0000	0.0000	3.0000	0.0000	0.0000	0.0000	7.0000	1157.0000	3.0000	0.0000	1236.0000	48.0000	417.0000	1.0000	1490.0000	hya; hyaluronoglucosaminidase [EC:3.2.1.35]
K01200	14.0000	0.0000	3.0000	0.0000	0.0000	0.0000	2.0000	972.0000	0.0000	1.0000	912.0000	35.0000	231.0000	1.0000	259.0000	pulA; pullulanase [EC:3.2.1.41]
K01201	6.0000	12.0000	18.0000	0.0000	2.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	1.0000	9.0000	0.0000	GBA, srfJ; glucosylceramidase [EC:3.2.1.45]
K01202	0.0000	0.0000	0.0000	0.0000	3.0000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	GALC; galactosylceramidase [EC:3.2.1.46]
K01204	0.0000	0.0000	1.0000	5.0000	1.0000	12.0000	7.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	2.0000	1.0000	NAGA; alpha-N-acetylgalactosaminidase [EC:3.2.1.49]
K01206	66.0000	0.0000	2.0000	0.0000	2.0000	2.0000	5.0000	627.0000	9.0000	11.0000	511.0000	106.0000	202.0000	2.0000	3918.0000	FUCA; alpha-L-fucosidase [EC:3.2.1.51]
K01207	45.0000	13.0000	8.0000	0.0000	7.0000	0.0000	10.0000	270.0000	13.0000	85.0000	822.0000	700.0000	230.0000	3.0000	4979.0000	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]
K01209	43.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	3.0000	abfA; alpha-N-arabinofuranosidase [EC:3.2.1.55]
K01222	10.0000	1.0000	4.0000	0.0000	0.0000	0.0000	3.0000	79.0000	1.0000	0.0000	591.0000	19.0000	23.0000	3.0000	1722.0000	E3.2.1.86A, celF; 6-phospho-beta-glucosidase [EC:3.2.1.86]
