species	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
s_Clostridium sp900769625	63.5002	0	0	0	0	0	0	247.3506	0	0	1.8551	0.9129	54.982	0	28.5025	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp900769625
s_Mobilicoccus sp012277275	39.4691	104.0206	0	0	11.6264	0	0	0	30.1044	77.521	1.2922	9.5238	88.6688	7.7246	26.8989	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Mobilicoccus;s_Mobilicoccus sp012277275
s_Antrihabitans sp016481275	0	316.0696	0	0	0	0	0	0	80.2819	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Antrihabitans;s_Antrihabitans sp016481275
s_JACPZX01 sp016195325	49.6097	135.3337	0	0	0	0	83.187	0	17.1874	110.7422	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Mor1;o_JACPZX01;f_JACPZX01;g_JACPZX01;s_JACPZX01 sp016195325
s_Clostridium septicum	0	0	0	0	0	0	35.1522	113.6948	0	0	16.1741	0.8799	204.0186	3.8022	22.1156	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium septicum
s_Unclassified_g_Oceanitalea	73.2595	17.4967	0	0	4.6988	0	0	23.0454	0	5.077	0	25.9979	0	0	246.1583	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Oceanitalea;s_Unclassified_g_Oceanitalea
s_UMGS1865 sp902795355	57.9314	0	0	88.6612	94.8864	153.5404	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_UMGS1865;s_UMGS1865 sp902795355
s_PUPG01 sp003559735	0	0	0	0	0	61.337	232.8377	0	0	0	0	0	0	100.7385	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA7960;g_PUPG01;s_PUPG01 sp003559735
s_Rubrivirga sp012269805	0	0	0	0	46.3956	337.8373	0	0	0	0	0	0	10.6765	0	0	d_Bacteria;p_Bacteroidota;c_Rhodothermia;o_Rhodothermales;f_Rubricoccaceae;g_Rubrivirga;s_Rubrivirga sp012269805
s_Paracoccus lichenicola	232.264	0	0	0	0	0	0	0	0	0	0	156.0345	0	0	6.3807	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Paracoccus;s_Paracoccus lichenicola
s_Corynebacterium sputi	0	323.0162	0	0	0	0	66.1839	0	0	0	0	0	0	0	4.4415	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium sputi
s_Unclassified_f_Polyangiaceae	24.009	65.4957	0	0	117.9738	0	176.7502	0	0	0	0	0	9.0493	0	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae;g_Unclassified_f_Polyangiaceae;s_Unclassified_f_Polyangiaceae
s_Eubacterium G sp904420085	0	0	36.1035	0	263.4161	0	0	0	0	0	0	0	0	87.5072	5.933	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eubacterium G;s_Eubacterium G sp904420085
s_SKWY01 sp007128675	0	0	0	0	0	0	392.7871	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_Myxococcia;o_SLRQ01;f_SLRQ01;g_SKWY01;s_SKWY01 sp007128675
s_Clostridium sp015670405	0	0	8.6391	0	0	0	0	65.8677	0	0	114.9512	5.2684	196.9102	0	0.9367	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp015670405
s_GCA-002748415 sp002748415	63.91	174.3444	0	0	0	0	0	0	110.709	15.1948	0	3.5996	12.0443	0	12.2602	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_GCA-002748415;g_GCA-002748415;s_GCA-002748415 sp002748415
s_Corynebacterium silvaticum	63.5271	110.5055	0	9.1131	0	7.8908	59.9078	7.2938	17.331	68.7313	8.3317	7.1563	2.2443	0	29.9865	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium silvaticum
s_JAADEI01 sp015490475	0	0	240.7822	0	27.3372	0	0	0	123.8652	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_SpSt-205;f_JAADEI01;g_JAADEI01;s_JAADEI01 sp015490475
s_UBA2466 sp005776395	0	0	297.4101	56.3217	0	0	0	0	38.2491	0	0	0	0	0	0	d_Bacteria;p_Bdellovibrionota;c_FAC87;o_UBA2466;f_UBA2466;g_UBA2466;s_UBA2466 sp005776395
s_M30B41 sp018402085	15.0157	327.6976	0	0	49.1886	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_UA16;g_M30B41;s_M30B41 sp018402085
s_Unclassified_g_Levilactobacillus	0	0	112.8586	0	22.8731	0	23.4165	8.2231	0	76.7937	4.795	0	120.0766	22.7954	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Levilactobacillus;s_Unclassified_g_Levilactobacillus
s_Manganitrophus noduliformans	51.9038	141.5919	0	0	0	0	0	0	71.9289	123.4025	0	2.9234	0	0	0	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_SBBL01;f_SCUR01;g_Manganitrophus;s_Manganitrophus noduliformans
s_Paracoccus sp007096355	103.475	0	0	0	0	0	0	0	0	9.202	0	226.2489	33.7351	0	19.0111	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Paracoccus;s_Paracoccus sp007096355
s_JAAYYZ01 sp012515115	0	0	220.1701	0	0	57.764	36.5457	0	52.8555	0	0	0	0	23.7176	0	d_Bacteria;p_Hydrogenedentota;c_Hydrogenedentia;o_Hydrogenedentiales;f_CAITNO01;g_JAAYYZ01;s_JAAYYZ01 sp012515115
s_Unclassified_o_Desulfobulbales	0	0	0	0	0	38.6343	97.7717	0	0	0	0	0	0	253.8087	0	d_Bacteria;p_Desulfobacterota;c_Desulfobulbia;o_Desulfobulbales;f_Unclassified_o_Desulfobulbales;g_Unclassified_o_Desulfobulbales;s_Unclassified_o_Desulfobulbales
s_Hallerella sp017959225	0	0	304.5422	0	0	85.607	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Fibrobacterota;c_Fibrobacteria;o_Fibrobacterales;f_Fibrobacteraceae;g_Hallerella;s_Hallerella sp017959225
s_Corynebacterium durum	160.0423	21.1715	0	0	0	0	0	3.656	38.945	128.4128	0	0	21.1846	0	16.4793	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium durum
s_Unclassified_g_Deinococcus	353.0226	22.3294	0	0	0	0	0	5.7839	0	0	0	8.3132	0	0	0.1208	d_Bacteria;p_Deinococcota;c_Deinococci;o_Deinococcales;f_Deinococcaceae;g_Deinococcus;s_Unclassified_g_Deinococcus
s_Nanosynbacter sp013100825	268.1117	0	11.5628	0	0	0	14.3947	0	77.8497	16.4296	0	0	0	0	0.7039	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Nanosynbacteraceae;g_Nanosynbacter;s_Nanosynbacter sp013100825
s_SYFT01 sp005799825	0	78.7633	38.8896	0	70.936	0	193.6571	6.8005	0	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales;f_SCN-69-37;g_SYFT01;s_SYFT01 sp005799825
s_Unclassified_g_SW10	0	0	0	157.2368	0	231.8061	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Akkermansiaceae;g_SW10;s_Unclassified_g_SW10
s_WYBA01 sp011526095	0	0	0	144.6578	0	125.2566	118.8698	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Haliangiales;f_Haliangiaceae;g_WYBA01;s_WYBA01 sp011526095
s_Terrisporobacter glycolicus	43.8033	0	0	0	0	0	0	117.2763	0	0	176.6809	0	28.7648	0	22.2045	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Terrisporobacter;s_Terrisporobacter glycolicus
s_Comamonas C sp002894305	2.8362	0	0	0	0	0	0	0	18.8827	0	0	306.2061	56.6435	0	4.1284	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Comamonas C;s_Comamonas C sp002894305
s_Sphingopyxis lacunae	96.6032	0	0	0	0	0	0	3.1852	0	0	0.5934	287.3261	0	0	0.685	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Sphingopyxis lacunae
s_VGIQ01 sp016867835	0	0	0	0	312.9233	0	0	0	0	22.7113	0	0	0	51.9768	0	d_Bacteria;p_AABM5-125-24;c_AABM5-125-24;o_AABM5-125-24;f_AABM5-125-24;g_VGIQ01;s_VGIQ01 sp016867835
s_B22-G1 sp003641405	16.6903	0	0	0	27.3372	0	0	0	161.9068	0	0	0	0	181.6289	0	d_Bacteria;p_Zixibacteria;c_MSB-5A5;o_GN15;f_FEB-12;g_B22-G1;s_B22-G1 sp003641405
s_O2-12-FULL-43-9 sp001798265	0	0	0	78.0823	41.7824	0	0	0	212.1084	0	0	0	0	55.5207	0	d_Bacteria;p_Bdellovibrionota E;c_O2-12-FULL-43-9;o_O2-12-FULL-43-9;f_O2-12-FULL-43-9;g_O2-12-FULL-43-9;s_O2-12-FULL-43-9 sp001798265
s_Helicobacter J sp002272785	32.0691	0	0	0	210.1057	0	0	0	0	0	0	0	0	139.5948	5.6788	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter J;s_Helicobacter J sp002272785
s_Unclassified_g_Pseudocitrobacter	0	0	0	0	0	0	0	0	0	0	257.3299	18.3584	111.1743	0	0.1166	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Pseudocitrobacter;s_Unclassified_g_Pseudocitrobacter
s_Corynebacterium sp014522205	100.1841	0	0	0	5.9689	0	0	5.2093	56.3897	150.4586	0	5.8879	8.6892	0	54.0687	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium sp014522205
s_MGML01 sp011191975	13.6464	372.2704	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_UBA2162;g_MGML01;s_MGML01 sp011191975
s_Brevefilum sp016841445	0	0	38.8896	88.3762	0	0	48.4143	0	20.0059	0	1.6523	0	0	188.5203	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_Anaerolineaceae;g_Brevefilum;s_Brevefilum sp016841445
s_Unclassified_g_UBA7173	198.0741	0	50.818	0	0	0	63.264	8.8864	0	44.8501	5.3977	0	14.2204	0	0.2784	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Muribaculaceae;g_UBA7173;s_Unclassified_g_UBA7173
s_Unclassified_g_Fen-671	0	256.0494	0	0	25.6226	0	52.4629	0	21.6789	29.7542	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_Palsa-688;g_Fen-671;s_Unclassified_g_Fen-671
s_JAHIRD01 sp018818835	0	0	41.8501	95.1038	25.4453	205.8716	0	0	0	0	0	0	0	16.9059	0	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Desulfolunaceae;g_JAHIRD01;s_JAHIRD01 sp018818835
s_Corynebacterium avicola	46.8217	109.3605	0	0	8.5211	0	0	26.9579	28.8382	124.9233	2.9772	4.2659	25.2028	0	6.8121	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium avicola
s_Psychrobacter sp014119005	72.5864	0	61.7075	0	0	0	0	90.6531	0	26.0349	10.2669	9.2143	86.962	0	26.9411	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Psychrobacter;s_Psychrobacter sp014119005
s_Methyloprofundus sp014859465	0	0	0	0	0	0	0	0	383.6127	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylomonadaceae;g_Methyloprofundus;s_Methyloprofundus sp014859465
s_Archangium A sp016792935	0	0	0	0	0	0	292.4099	0	50.9987	0	0	0	0	40.0477	0	d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;f_Myxococcaceae;g_Archangium A;s_Archangium A sp016792935
s_Rothia sp004136585	148.4335	0	0	0	0	0	0	17.2823	14.9924	134.5907	1.7858	32.9236	11.6633	0	21.6634	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Rothia;s_Rothia sp004136585
s_Thiomargarita nelsonii B	0	65.4957	0	0	196.6229	0	120.7768	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Beggiatoales;f_Beggiatoaceae;g_Thiomargarita;s_Thiomargarita nelsonii B
s_Kaistella sp002454815	5.1487	0	0	0	0	0	0	4.1067	0	0	0	358.4056	14.777	0	0.3786	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Kaistella;s_Kaistella sp002454815
s_Unclassified_g_Pasteurella	0	0	0	48.3891	0	0	290.5519	0	0	0	19.3262	24.0055	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pasteurellaceae;g_Pasteurella;s_Unclassified_g_Pasteurella
s_Paraburkholderia sp013177695	18.7853	0	50.6053	0	123.0744	0	188.998	0	0	0	0	0	0	0	0.5544	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Paraburkholderia;s_Paraburkholderia sp013177695
s_Rothia aeria	231.4009	18.8281	0	0	0	0	40.8099	0	33.7272	34.5458	0	6.0355	5.2028	7.5109	3.7897	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Rothia;s_Rothia aeria
s_Ruminococcus sp017650195	0	0	0	137.4249	0	214.1888	30.1137	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp017650195
s_Paenibacillus D pinihumi	12.5061	0	101.0697	0	81.9354	33.1459	125.8232	0	0	0	0	0	0	27.219	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Paenibacillales;f_Paenibacillaceae;g_Paenibacillus D;s_Paenibacillus D pinihumi
s_Corynebacterium sp012838715	21.9009	59.7449	0	0	0	0	36.724	0	60.7009	156.2095	2.5066	0	33.019	0	10.0186	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium sp012838715
s_Demequina sp002384765	176.9872	0	0	0	0	0	0	0	0	159.1871	23.573	17.5232	0	0	2.5938	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Demequinaceae;g_Demequina;s_Demequina sp002384765
s_Bin90 sp002238855	0	0	185.438	0	0	121.6291	51.301	0	21.1988	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_SAR202;f_UBA11138;g_Bin90;s_Bin90 sp002238855
s_Collinsella sp018378775	0	0	0	0	0	0	0	0	0	0	377.2364	1.4617	0	0	0.1915	d_Bacteria;p_Actinobacteriota;c_Coriobacteriia;o_Coriobacteriales;f_Coriobacteriaceae;g_Collinsella;s_Collinsella sp018378775
s_Campylobacter A showae E	0	0	0	49.4334	185.1651	0	0	0	0	0	0	3.6384	0	140.5991	0	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter A;s_Campylobacter A showae E
s_JAAOIL01 sp015163825	0	0	98.7321	0	90.0453	48.5689	61.4565	0	0	0	0	0	0	79.7685	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Parvibaculales;f_RS24;g_JAAOIL01;s_JAAOIL01 sp015163825
s_Acidovorax sp005405905	35.1459	0	0	0	0	0	0	0	0	0	0.8508	325.8472	4.5365	0	11.7275	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Acidovorax;s_Acidovorax sp005405905
s_CAIMTB01 sp903844265	0	0	0	0	90.0453	48.5689	0	0	0	0	0	0	0	239.3054	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_CAIMTB01;g_CAIMTB01;s_CAIMTB01 sp903844265
s_40CM-4-68-19 sp005879535	0	0	0	377.541	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;f_40CM-4-68-19;g_40CM-4-68-19;s_40CM-4-68-19 sp005879535
s_Leucobacter sp900163635	6.46	0	0	0	0	0	0	0	0	0	0	6.1111	0	0	364.9158	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Leucobacter;s_Leucobacter sp900163635
s_Chryseotalea sanaruensis	0	0	0	0	89.6792	0	0	0	227.6285	0	0	0	0	59.5832	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Cyclobacteriaceae;g_Chryseotalea;s_Chryseotalea sanaruensis
s_Corynebacterium tapiri	122.776	53.9546	0	0	0	0	0	0	34.2613	109.6239	0.5659	18.7978	11.1821	0	25.565	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium tapiri
s_Leptolinea sp012515195	0	0	0	0	0	0	262.6193	0	0	0	0	0	0	113.6237	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_Anaerolineaceae;g_Leptolinea;s_Leptolinea sp012515195
s_Specibacter alpinus	32.2834	188.9105	0	0	0	0	0	5.4369	15.9945	120.7378	0	5.2004	0	0	7.0101	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Specibacter;s_Specibacter alpinus
s_Thiomicrospira microaerophila	0	0	0	153.1197	0	0	167.7642	0	0	0	0	0	0	54.4381	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiomicrospirales;f_Thiomicrospiraceae;g_Thiomicrospira;s_Thiomicrospira microaerophila
s_Leifsonia A flava	0	0	0	146.1967	39.1154	189.8837	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Leifsonia A;s_Leifsonia A flava
s_Unclassified_g_UBA4421	0	0	0	45.9615	0	0	201.4293	0	62.4265	0	0	0	0	65.3621	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_HTCC2089;g_UBA4421;s_Unclassified_g_UBA4421
s_CG2-30-66-41 sp002779825	0	0	0	60.5396	0	314.521	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_Abditibacteria;o_CG2-30-66-41;f_CG2-30-66-41;g_CG2-30-66-41;s_CG2-30-66-41 sp002779825
s_JAAYAO01 sp012719335	10.6982	0	0	0	0	0	0	6.7195	0	339.1364	0	0	13.441	0	4.661	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_JAAYAO01;s_JAAYAO01 sp012719335
s_Rhodococcus B sp017168335	65.7907	57.6362	0	0	0	0	0	0	0	70.3249	0	30.7296	25.7047	0	124.2852	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Rhodococcus B;s_Rhodococcus B sp017168335
s_JABDJQ01 sp013002425	25.5095	0	68.7198	0	0	0	85.5502	0	0	194.0785	0	0	0	0	0	d_Bacteria;p_JABDJQ01;c_JABDJQ01;o_JABDJQ01;f_JABDJQ01;g_JABDJQ01;s_JABDJQ01 sp013002425
s_Comamonas testosteroni D	0	0	0	0	0	0	0	0	0	0	0	306.7015	58.1021	0	9.0339	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Comamonas;s_Comamonas testosteroni D
s_Unclassified_g_Planktothrix	0	0	0	0	0	66.2303	307.2824	0	0	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Microcoleaceae;g_Planktothrix;s_Unclassified_g_Planktothrix
s_Unclassified_g_Oxalobacter	0	0	257.3336	0	0	0	32.0358	0	0	0	0	0	0	83.1629	0.2819	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Oxalobacter;s_Unclassified_g_Oxalobacter
s_Sutterella sp905202595	0	0	192.7439	0	0	0	179.9622	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Sutterella;s_Sutterella sp905202595
s_Arachnia sp014164775	83.5658	0	0	0	0	0	0	0	0	0	0.4899	12.2478	6.2444	0	269.546	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Arachnia;s_Arachnia sp014164775
s_Novosphingobium sp003208375	0	0	44.9616	0	0	0	0	0	254.4249	0	0	0	0	72.6516	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Novosphingobium;s_Novosphingobium sp003208375
s_Corynebacterium timonense	14.2078	271.3098	0	0	11.6356	18.8281	0	0	9.8447	20.2677	0	0	10.7103	0	14.9191	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium timonense
s_Nesterenkonia sp017347085	251.4348	23.0871	0	0	0	0	0	41.4265	0	47.7064	0	2.3833	0	0	5.5564	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Nesterenkonia;s_Nesterenkonia sp017347085
s_Unclassified_f_Dehalobacteriaceae	0	0	0	0	0	0	0	342.3512	0	0	1.8484	1.8192	24.3486	0	0.4766	d_Bacteria;p_Firmicutes B;c_Dehalobacteriia;o_Dehalobacteriales;f_Dehalobacteriaceae;g_Unclassified_f_Dehalobacteriaceae;s_Unclassified_f_Dehalobacteriaceae
s_Rufibacter ruber	0	0	313.0387	0	34.6056	0	0	0	0	0	0	0	0	22.9921	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Hymenobacteraceae;g_Rufibacter;s_Rufibacter ruber
s_Rhodoglobus sp013410945	366.5045	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0563	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Rhodoglobus;s_Rhodoglobus sp013410945
s_Streptomyces phaeochromogenes	0	278.3568	0	0	41.7824	0	0	0	0	0	0	2.7941	0	0	46.8525	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces phaeochromogenes
s_Pseudomonas E juntendi	91.9951	0	0	0	0	0	0	0	0	0	0	116.9265	74.3496	0	86.3089	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E juntendi
s_SHYG01 sp016872385	0	0	232.5899	0	0	0	0	0	23.9302	0	0	0	0	112.7497	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA3495;f_UBA3495;g_SHYG01;s_SHYG01 sp016872385
s_Desulfomicrobium baculatum	0	0	54.727	124.3665	0	53.8433	136.261	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfomicrobiaceae;g_Desulfomicrobium;s_Desulfomicrobium baculatum
s_DUQB01 sp012838035	0	0	0	73.0984	117.3462	126.5891	0	0	0	0	0	0	0	51.9768	0	d_Bacteria;p_Firmicutes G;c_Limnochordia;o_DTU080;f_DTU080;g_DUQB01;s_DUQB01 sp012838035
s_Unclassified_g_Ga0077555	0	71.2075	0	39.9491	21.377	0	175.0795	6.1482	0	24.824	0	1.4702	0	28.4059	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Ga0077555;s_Unclassified_g_Ga0077555
s_Unclassified_p_Patescibacteria	64.6555	0	0	0	0	0	0	0	301.0222	0	0	0	0	0	2.7442	d_Bacteria;p_Patescibacteria;c_Unclassified_p_Patescibacteria;o_Unclassified_p_Patescibacteria;f_Unclassified_p_Patescibacteria;g_Unclassified_p_Patescibacteria;s_Unclassified_p_Patescibacteria
s_Pedococcus sp013041615	331.7081	0	0	0	0	0	0	27.268	0	5.3843	0	0	2.134	0	1.0986	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Pedococcus;s_Pedococcus sp013041615
s_JAAUTN01 sp014695345	12.6115	68.8073	0	0	123.9387	0	126.8835	17.8228	17.4771	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Elainellales;f_Elainellaceae;g_JAAUTN01;s_JAAUTN01 sp014695345
s_Unclassified_g_Copromorpha	17.268	94.2131	0	0	197.9842	0	57.9109	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_Copromorpha;s_Unclassified_g_Copromorpha
s_Abyssisolibacter fermentans	0	0	0	0	0	0	0	260.6124	0	0	7.3061	4.7937	48.1201	46.3111	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_MCWD3;g_Abyssisolibacter;s_Abyssisolibacter fermentans
s_Ventrimonas sp003611875	0	0	33.9738	0	0	0	42.2945	142.5822	0	0	57.737	2.8412	85.5619	0	1.861	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Ventrimonas;s_Ventrimonas sp003611875
s_Unclassified_g_PWLA01	0	0	311.2601	0	0	0	55.356	0	0	0	0	0	0	0	0	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Longimicrobiales;f_UBA6960;g_PWLA01;s_Unclassified_g_PWLA01
