species	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
s_Unclassified_g_Lysobacter	332.1187	0	2.6599	0	20.982	0	0	146.2336	0	4.78	5.7118	787.5938	34.6773	0	3870.5454	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Lysobacter;s_Unclassified_g_Lysobacter
s_Unclassified_o_Enterobacterales	9.267	9.4899	247.8295	328.1203	82.8108	336.5794	817.6999	93.0094	104.581	11.1649	1879.1703	115.1748	626.8476	439.4275	50.7884	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Unclassified_o_Enterobacterales;g_Unclassified_o_Enterobacterales;s_Unclassified_o_Enterobacterales
s_Unclassified_g_Sphingopyxis	562.4802	231.548	110.5004	0	98.6755	0	31.4406	31.1771	30.4291	36.4083	1.535	3882.4551	30.928	75.7125	24.6732	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Unclassified_g_Sphingopyxis
s_GCF-000787395 sp002021095	14.7905	0	849.9432	1240.483	300.8095	1244.348	664.3807	0	87.3609	0	4.4239	0.9009	15.9134	715.7312	0.1083	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Sedimenticolaceae;g_GCF-000787395;s_GCF-000787395 sp002021095
s_Rothia aerolata	3059.9991	302.9366	25.2383	0	16.2314	0	92.9594	25.8426	700.7803	529.0543	1.893	17.5744	306.8914	0	59.4374	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Rothia;s_Rothia aerolata
s_Unclassified_g_Ochrobactrum A	75.4983	0	0	0	0	0	0	2.4562	32.0515	2.2183	1.0211	87.2059	141.4205	0	4576.3957	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Ochrobactrum A;s_Unclassified_g_Ochrobactrum A
s_Unclassified_f_Xanthomonadaceae	763.146	29.2613	2.3881	0	2.3816	0	2.3596	70.0004	6.5546	25.2237	2.1436	2153.3185	333.489	3.7881	1515.3874	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Unclassified_f_Xanthomonadaceae;s_Unclassified_f_Xanthomonadaceae
s_Unclassified_g_Sphingomonas	700.7355	1426.1215	105.8891	66.6125	417.8101	121.2677	421.5814	23.8758	242.8009	509.2581	1.1641	791.853	25.1118	30.6032	8.7059	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Unclassified_g_Sphingomonas
s_Pulveribacter sp002434305	93.2726	0	0	0	0	0	0	1.2712	8.2159	0	0.9391	4726.824	15.5082	0	15.8753	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pulveribacter;s_Pulveribacter sp002434305
s_Unclassified_c_Cyanobacteriia	104.0615	350.1327	535.0875	1025.6356	228.4378	771.6421	682.4888	0	689.922	91.5651	1.1975	1.6922	29.0864	339.5053	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Unclassified_c_Cyanobacteriia;f_Unclassified_c_Cyanobacteriia;g_Unclassified_c_Cyanobacteriia;s_Unclassified_c_Cyanobacteriia
s_F6-6636 sp018883675	0	0	0	25.5385	0	0	16.4443	245.0643	8.3458	4112.9772	192.4199	140.9189	88.8237	4.6146	0.2573	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_F6-6636;s_F6-6636 sp018883675
s_Kocuria atrinae	2891.2765	290.2555	0	0	0	163.9801	30.0467	217.3474	0	344.4363	23.4467	664.6412	126.4686	0	64.4118	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Kocuria;s_Kocuria atrinae
s_Streptobacillus hongkongensis	0	0	0	0	0	0	0	534.6313	30.4291	2530.3736	12.191	876.3391	778.1245	25.2375	0	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Leptotrichiaceae;g_Streptobacillus;s_Streptobacillus hongkongensis
s_Campylobacter D helveticus	19.076	0	37.5077	12.297	2192.88	7.066	13.5947	1.427	0	0	0.3514	0	0	2473.5003	0.0916	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter D;s_Campylobacter D helveticus
s_Sphingomonas taxi	433.2024	2284.5132	136.0559	12.9818	479.245	48.4567	461.1218	12.487	140.9333	471.9937	3.3003	3.1961	22.9842	83.9853	1.6041	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas taxi
s_Unclassified_o_Bacteroidales	168.8259	487.7874	475.5757	674.3585	203.9371	884.3546	534.9997	0	223.0898	224.2679	8.0627	31.2797	32.2577	547.4949	9.3291	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Unclassified_o_Bacteroidales;g_Unclassified_o_Bacteroidales;s_Unclassified_o_Bacteroidales
s_XYB12-FULL-38-5 sp009773205	0	0	705.8518	705.5393	303.8566	1251.554	381.5171	0	264.0544	0	0	0	0	887.1337	0	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_Ignavibacteriales;f_Melioribacteraceae;g_XYB12-FULL-38-5;s_XYB12-FULL-38-5 sp009773205
s_Escherichia marmotae	2.6903	0	21.1236	0	132.185	0	25.5208	18.4304	10.2132	0	3541.82	37.0971	689.4205	0	0.2145	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia marmotae
s_Lactobacillus pullistercoris	0	0	0	0	0	0	121.0626	1453.1474	21.4899	583.4451	112.7982	1301.6424	748.0954	0	0.6766	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus pullistercoris
s_Galactobacter caseinivorans	145.7032	28.6912	0	0	0	0	0	53.8784	8.8488	3820.9352	14.4021	1.3201	207.2078	0	50.7451	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Galactobacter;s_Galactobacter caseinivorans
s_SM1919 sp010993985	16.6867	123.235	742.4253	603.5701	223.5016	1157.7871	414.2296	0	198.7932	0	1.9073	0	0	835.2177	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Shewanellaceae;g_SM1919;s_SM1919 sp010993985
s_Brevibacterium rongguiense	1605.6696	341.3259	0	0	48.559	0	13.4239	93.2843	1915.7661	49.3105	46.6812	5.5742	151.1432	0	10.1831	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Brevibacteriaceae;g_Brevibacterium;s_Brevibacterium rongguiense
s_Melaminivora alkalimesophila	118.8572	14.1886	0	0	4.2658	0	0	9.6823	10.9801	15.8644	0.4265	3994.4559	32.74	0	43.3964	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Melaminivora;s_Melaminivora alkalimesophila
s_Helicobacter G cholecystus	32.563	3.4243	40.555	16.5911	2794.758	0	56.1095	26.005	0	0	5.1857	141.3758	5.0487	1075.9788	20.7508	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter G;s_Helicobacter G cholecystus
s_Fibromonas sp001462225	8.3926	0	889.398	861.2737	172.5966	759.8771	467.4954	0	319.3369	0	2.1831	0	0	632.7082	0.2409	d_Bacteria;p_Fibrobacterota;c_Fibrobacteria;o_Fibrobacterales;f_Fibrobacteraceae;g_Fibromonas;s_Fibromonas sp001462225
s_Nocardioides antri	67.6614	232.5943	509.0352	1122.0344	296.9231	331.0549	439.3448	11.2983	420.0608	14.9644	0	0	16.8666	631.9115	0.5226	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Nocardioides;s_Nocardioides antri
s_Clostridium Q sp009911305	38.7313	2304.6947	193.3269	394.9354	51.7929	398.413	238.4102	3.1282	121.11	48.312	2.3244	0	0	281.5015	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Clostridium Q;s_Clostridium Q sp009911305
s_Giesbergeria psychrophila	153.4116	0	6.3344	0	0	0	0	1.497	31.8999	5.3062	2.4839	3768.9135	55.9785	0	42.2863	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Giesbergeria;s_Giesbergeria psychrophila
s_Epulopiscium A sp001983455	19.8918	6.7826	575.9809	652.8932	131.0072	925.9513	446.0141	5.088	352.0491	0	108.9679	0.2582	12.3397	696.5744	0.3155	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Cellulosilyticaceae;g_Epulopiscium A;s_Epulopiscium A sp001983455
s_Unclassified_g_Streptomyces	404.8288	551.7682	264.0183	343.0799	365.1461	541.0546	530.562	17.7557	218.2943	172.3777	10.4503	48.6098	46.3194	250.3783	134.8811	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces;s_Unclassified_g_Streptomyces
s_Unclassified_g_Mycobacterium	323.0492	434.059	358.05	323.4181	159.3459	472.2022	426.155	40.7448	155.1794	209.2937	5.2293	24.5808	61.5294	436.9553	429.4942	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Unclassified_g_Mycobacterium
s_Corynebacterium sp016595275	828.0984	306.2605	0	0	40.1401	25.8447	0	43.8355	158.5707	1277.5272	13.5242	28.4289	777.9114	0	352.4531	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium sp016595275
s_Brachybacterium nesterenkovii	1632.8793	89.5467	0	0	51.0304	4.3829	31.2323	85.8719	493.4191	843.0081	32.5098	51.8967	339.6534	0	173.0445	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermabacteraceae;g_Brachybacterium;s_Brachybacterium nesterenkovii
s_Unclassified_g_Helicobacter J	78.3444	41.0452	62.0678	36.545	2664.8425	19.1222	56.5194	38.3248	0	0	2.5646	42.8086	10.7419	762.3092	11.2569	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter J;s_Unclassified_g_Helicobacter J
s_Streptococcus sp002436115	31.2983	0	1125.7525	842.9339	187.9111	739.568	241.9691	0	121.8643	0	0.7289	0	0	468.594	2.7531	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus sp002436115
s_Kaistella palustris	93.1479	12.8792	0	0	6.0256	0	21.9406	147.5582	0	0	8.896	3390.1316	4.6476	8.7901	5.8904	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Kaistella;s_Kaistella palustris
s_Oceanospirillum sp014164585	6.7015	57.7638	522.969	1028.0028	269.0347	792.919	250.988	0	200.5901	45.5103	1.3631	0	0	492.4403	0.1304	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Halomonadaceae;g_Oceanospirillum;s_Oceanospirillum sp014164585
s_Corynebacterium ciconiae	552.7898	932.158	0	0	7.5724	1.4587	21.5212	59.5761	47.3211	1014.002	28.0203	226.1123	331.4384	0	441.2194	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium ciconiae
s_Unclassified_o_Clostridiales	42.9787	0	7.741	0	0	0	17.1316	1757.7308	1.1704	0	676.9415	26.5881	1031.7984	16.7969	39.9622	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Unclassified_o_Clostridiales;g_Unclassified_o_Clostridiales;s_Unclassified_o_Clostridiales
s_Knoellia aerolata	2772.6647	320.8143	0	0	9.958	0	0	290.9082	0	28.4926	3.1683	8.644	53.6549	0	125.5119	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Knoellia;s_Knoellia aerolata
s_Romboutsia ilealis	367.7995	0	81.1568	0	0	0	124.2114	199.1099	0	58.78	144.1215	0.2334	604.1655	18.8967	1993.3942	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia ilealis
s_Romboutsia A weinsteinii	1220.423	55.9749	0	0	74.393	26.1287	67.0272	1030.1886	2.9399	87.302	225.1212	2.1924	64.6596	26.9015	693.9689	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Romboutsia A;s_Romboutsia A weinsteinii
s_Bowmanella sp018531185	140.5715	304.2053	245.1501	572.2085	255.7721	400.7676	459.4122	0	237.2008	261.8584	2.6876	0	0	653.3023	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Alteromonadaceae;g_Bowmanella;s_Bowmanella sp018531185
s_Unclassified_g_Microbacterium	1095.9378	141.0038	183.8579	0	46.3723	0	19.0026	152.3452	122.309	432.0588	4.9402	134.1638	82.8476	0	1087.9884	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Unclassified_g_Microbacterium
s_Unclassified_g_Prevotella	31.3125	622.9723	392.6129	1024.6789	78.8897	431.201	403.6653	41.4542	103.0239	0	1.8623	0	0	339.7047	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Unclassified_g_Prevotella
s_Unclassified_g_Jeotgalibaca	31.1884	0	5.9746	0	0	7.0503	36.6126	18.6846	0	36.0127	3.9913	6.8415	36.8505	0	3241.4014	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Jeotgalibaca;s_Unclassified_g_Jeotgalibaca
s_Corynebacterium pseudopelargi	159.1879	1180.1517	22.2088	0	21.7919	0	11.3879	336.2428	131.0425	958.4681	4.8771	17.8932	475.6186	3.4601	87.1745	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium pseudopelargi
s_Cetobacterium sp014250685	37.1044	0	14.1159	0	1.7102	0	0	2374.5497	0	0	52.9544	19.3899	788.6266	109.3937	11.5129	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Cetobacterium;s_Cetobacterium sp014250685
s_Unclassified_c_Polyangia	143.8011	633.6128	294.4026	607.2582	154.5085	382.314	572.9187	0	262.1959	66.9465	1.4782	0	0	210.0926	0.3854	d_Bacteria;p_Myxococcota;c_Polyangia;o_Unclassified_c_Polyangia;f_Unclassified_c_Polyangia;g_Unclassified_c_Polyangia;s_Unclassified_c_Polyangia
s_Paenibacillus E marchantiophytorum	36.3098	154.9003	488.8376	620.7109	183.6555	502.1679	485.2973	0	101.9815	7.1927	1.8409	0	0	648.3899	0.48	d_Bacteria;p_Firmicutes;c_Bacilli;o_Paenibacillales;f_NBRC-103111;g_Paenibacillus E;s_Paenibacillus E marchantiophytorum
s_Gelidibacter salicanalis A	0	0	664.5171	630.5527	38.7397	725.9132	598.4527	0	195.442	0	0	0	0	353.8897	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Gelidibacter;s_Gelidibacter salicanalis A
s_BX12 sp009911365	214.8112	922.4837	232.4568	194.2748	95.9151	490.9761	295.1181	0	121.3909	194.6552	0	1.7522	35.6589	356.3143	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_BX12;s_BX12 sp009911365
s_Paraglaciecola sp002835935	0	0	626.4615	402.7206	0	1423.1555	178.087	0	21.5447	0	0	0	0	500.3289	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Alteromonadaceae;g_Paraglaciecola;s_Paraglaciecola sp002835935
s_Actinomyces vulturis	450.569	1169.0605	0	0	0	0	0	0	525.2059	411.2802	54.8596	17.7236	330.6343	0	175.4565	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Actinomyces;s_Actinomyces vulturis
s_CCUG-7971 sp017590215	1191.3038	0	0	0	23.5446	3.0444	7.8098	765.6181	0	72.0636	43.3352	0.6753	162.4329	0	826.9131	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_CCUG-7971;s_CCUG-7971 sp017590215
s_Unclassified_g_Comamonas	195.768	0	0	0	0	0	0	4.3841	2.1311	0	4.3396	1624.8261	1153.9129	0	98.6627	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Comamonas;s_Unclassified_g_Comamonas
s_Melaminivora A jejuensis	105.9913	0	0	0	0	0	0	8.6259	2.2583	0	0	2896.7591	13.1345	0	15.9732	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Melaminivora A;s_Melaminivora A jejuensis
s_Cetobacterium ceti	0	0	34.9804	0	9.7187	0	33.0601	2145.8034	0	3.7893	84.2602	18.8736	539.4282	131.7832	6.7256	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Cetobacterium;s_Cetobacterium ceti
s_Knoellia sp001427985	2630.1442	11.2943	6.9348	0	10.399	0	16.6198	174.6589	2.3388	59.9392	7.7607	4.896	35.9912	0	25.6747	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Knoellia;s_Knoellia sp001427985
s_Unclassified_g_Acidipropionibacterium	830.1917	28.8864	0	0	124.9299	0	0	142.1994	1151.9033	536.7015	19.5617	35.0408	99.8832	5.0737	10.2931	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Acidipropionibacterium;s_Unclassified_g_Acidipropionibacterium
s_Enterococcus B hirae	10.0612	0	0	0	14.3732	0	0	36.0443	153.1548	49.4754	325.4032	93.2525	2152.3007	0	139.3107	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B;s_Enterococcus B hirae
s_CCUG-7971 spG000499525	1063.9468	8.1893	0	0	0	0	0	583.8675	0	27.133	278.6595	0	262.3521	0	709.7397	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_CCUG-7971;s_CCUG-7971 spG000499525
s_Onthovivens sp016302065	0	0	8.7496	0	0	0	0	1614.4637	0	0	301.2687	7.3275	988.9329	4.2427	4.2752	d_Bacteria;p_Firmicutes;c_Bacilli;o_RFN20;f_CAG-826;g_Onthovivens;s_Onthovivens sp016302065
s_Unclassified_g_Helicobacter H	50.5565	0	41.1856	17.2556	2101.9936	4.6102	82.4484	17.7094	0	0	3.3893	54.7089	0	522.736	6.0249	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter H;s_Unclassified_g_Helicobacter H
s_Unclassified_f_Caulobacteraceae	104.1879	305.0128	32.5692	0	4.1808	0	36.5238	20.695	67.7843	295.5825	6.0844	1958.3835	20.6789	0	47.4285	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Unclassified_f_Caulobacteraceae;s_Unclassified_f_Caulobacteraceae
s_Thermosynergistes pyruvativorans	0	0	304.0721	496.591	126.8031	877.6616	493.2344	0	89.1457	0	0	0	6.1867	496.544	0.6891	d_Bacteria;p_Synergistota;c_Synergistia;o_Synergistales;f_Thermosynergistaceae;g_Thermosynergistes;s_Thermosynergistes pyruvativorans
s_Unclassified_g_Campylobacter A	0	0	17.9663	4.9086	1750.6622	8.4616	10.8532	1.7088	5.252	0	0.4208	0	0	1080.2729	0	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter A;s_Unclassified_g_Campylobacter A
s_Pseudomonas E putida	289.048	0	0	0	16.3876	3.1851	0	38.5922	17.8416	0	2.5015	106.086	796.2318	0	1603.4836	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E putida
s_Unclassified_o_UBA796	35.2696	0	464.3364	554.8678	79.4399	761.3202	231.7243	0	183.1446	0	0	0	0	506.1808	0	d_Bacteria;p_Myxococcota A;c_UBA796;o_UBA796;f_Unclassified_o_UBA796;g_Unclassified_o_UBA796;s_Unclassified_o_UBA796
s_Leucobacter komagatae	17.0192	0	0	0	3.6902	0	0	3.514	0	25.7858	12.0633	40.4217	11.0902	0	2649.0746	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Leucobacter;s_Leucobacter komagatae
s_Rivularia parasitica	2.5676	0	565.4367	732.6937	122.7584	540.2159	287.8954	4.6097	49.5873	0	0.3784	1.4242	9.6612	438.6884	0.296	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Nostocaceae;g_Rivularia;s_Rivularia parasitica
s_Knoellia remsis	2332.0379	63.0956	0	8.6073	15.7667	0	11.8315	100.5366	3.9699	10.9865	2.5944	15.4743	119.9058	0	60.5631	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Knoellia;s_Knoellia remsis
s_Undibacterium sp018139685	121.1646	0	273.2551	658.4569	121.4205	719.8702	362.7726	0	63.2603	0	0	0	0	362.1428	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Undibacterium;s_Undibacterium sp018139685
s_Romboutsia sp904418825	282.6183	76.0256	11.8789	0	0	0	28.7034	382.6617	2.0941	55.1225	359.0647	5.6876	530.1872	4.7489	923.7839	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia sp904418825
s_Giesbergeria suum	6.9992	0	0	0	0	0	0	0	4.2287	0	0.2874	2619.9176	20.2596	0	1.8033	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Giesbergeria;s_Giesbergeria suum
s_Corynebacterium heidelbergense	537.4614	385.1233	22.9156	0	24.1988	5.7676	11.0967	69.0818	230.6104	1026.1044	23.068	27.1746	155.2258	3.4601	103.4969	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium heidelbergense
s_Boudabousia tangfeifanii	229.2164	128.5976	5.2154	0	1.3921	11.2086	13.3918	22.2622	143.341	507.7473	16.0598	110.2771	687.2409	0	745.2221	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Boudabousia;s_Boudabousia tangfeifanii
s_Paracoccus contaminans	403.9724	24.9097	3.9534	0	0	0	0	18.2518	1.7486	18.318	1.2566	1972.4605	87.4892	4.3559	30.6636	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Paracoccus;s_Paracoccus contaminans
s_Haemophilus D parainfluenzae O	182.6649	579.7995	230.5724	188.1963	198.3813	192.4159	469.1907	32.608	83.5426	267.6069	25.5823	21.2492	45.6576	26.9015	1.3554	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pasteurellaceae;g_Haemophilus D;s_Haemophilus D parainfluenzae O
s_Leucobacter aridicollis	7.1593	28.8135	0	0	4.026	0	0	0	0	64.2392	0.3273	51.3429	63.5977	0	2296.9976	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Leucobacter;s_Leucobacter aridicollis
s_Sporolactobacillus sp004153225	39.4559	129.9141	291.671	489.2713	98.4931	535.3148	189.7324	0	327.0393	67.5545	0	0	0	328.7059	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales G;f_Sporolactobacillaceae;g_Sporolactobacillus;s_Sporolactobacillus sp004153225
s_Unclassified_p_Bacteroidota	22.9449	17.5192	450.3416	313.8288	101.8403	335.5048	293.5639	5.8601	102.8065	0	0	176.3048	0	629.7073	20.2198	d_Bacteria;p_Bacteroidota;c_Unclassified_p_Bacteroidota;o_Unclassified_p_Bacteroidota;f_Unclassified_p_Bacteroidota;g_Unclassified_p_Bacteroidota;s_Unclassified_p_Bacteroidota
s_Ochrobactrum A pseudogrignonensis	5.8223	137.668	0	0	7.9738	0	0	0	0	16.7394	1.932	37.2777	29.1347	0	2227.5802	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Ochrobactrum A;s_Ochrobactrum A pseudogrignonensis
s_Arachnia rhinocerotis	617.5162	50.1844	0	0	0	0	0	14.0616	6.216	42.0823	4.4868	96.255	284.3541	0	1312.3151	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Arachnia;s_Arachnia rhinocerotis
s_Kibdelosporangium sp000720375	0	0	692.275	350.5959	196.225	222.6619	224.3955	0	365.2513	0	1.582	0	0	360.2464	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Kibdelosporangium;s_Kibdelosporangium sp000720375
s_Unclassified_g_Phycicoccus	2020.3516	90.3425	0	0	19.183	0	0	96.5061	0	26.3594	4.469	1.9421	33.5933	2.8699	28.8367	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Phycicoccus;s_Unclassified_g_Phycicoccus
s_Unclassified_c_Campylobacteria	60.3461	0	29.6371	1.9911	1547.8549	7.0251	61.9225	30.4241	5.3259	1.0823	2.8087	40.1658	0	523.0431	9.7517	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Unclassified_c_Campylobacteria;f_Unclassified_c_Campylobacteria;g_Unclassified_c_Campylobacteria;s_Unclassified_c_Campylobacteria
s_Ligilactobacillus excrementigallinarum	0	0	0	0	0	0	53.2336	392.5107	58.0358	400.5984	37.2778	451.851	902.7385	0	0.2455	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Ligilactobacillus;s_Ligilactobacillus excrementigallinarum
s_Streptomyces aureoverticillatus	31.8542	58.0167	515.0397	412.6519	139.2784	269.1004	368.8254	0	265.8719	16.8573	0	0	7.2055	197.8375	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces aureoverticillatus
