genus	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
g_PUKE01	0	0	0	0	0	0	0	0	0	0	1	0	0	0	167	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Euzebyales;f_Egibacteraceae;g_PUKE01
g_Soehngenia A	0	0	0	0	0	0	0	71	0	0	5	5	12	0	73	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Tissierellaceae;g_Soehngenia A
g_CAG-449	0	0	0	0	0	0	0	0	0	0	0	3	0	0	163	d_Bacteria;p_Firmicutes;c_Bacilli;o_RFN20;f_CAG-449;g_CAG-449
g_Falsirhodobacter	9	0	0	0	0	0	0	0	0	5	0	127	1	0	24	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Falsirhodobacter
g_Occultella	8	0	0	0	1	0	1	1	0	0	0	12	0	0	142	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Beutenbergiaceae;g_Occultella
g_Kytococcus	18	2	0	0	1	0	0	3	5	3	8	4	2	0	119	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Kytococcus
g_BX12	17	23	11	10	5	21	13	8	11	14	5	1	3	19	4	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_BX12
g_RUG754	0	0	0	0	0	0	0	141	0	0	5	4	15	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_RUG754
g_Deefgea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Chitinibacteraceae;g_Deefgea
g_Unclassified_f_Moraxellaceae	3	0	0	0	0	0	0	3	0	0	6	44	8	0	100	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Unclassified_f_Moraxellaceae
g_Sphingomonas B	2	0	0	0	0	0	0	0	0	0	0	157	0	0	5	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas B
g_Enterococcus J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus J
g_Vagococcus	1	1	0	0	0	0	0	0	2	0	3	0	1	0	153	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Vagococcaceae;g_Vagococcus
g_Arsenicicoccus	54	1	0	0	0	0	0	1	11	2	1	8	0	0	83	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Arsenicicoccus
g_Rappaport	0	1	3	0	1	0	13	14	0	0	84	37	0	4	4	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cardiobacteriales;f_Cardiobacteriaceae;g_Rappaport
g_MWEM01	0	0	0	0	0	0	0	0	0	0	158	3	0	0	0	d_Bacteria;p_Thermotogota;c_Thermotogae;o_MWEM01;f_MWEM01;g_MWEM01
g_Nordella	0	0	0	0	0	0	0	0	0	0	0	99	0	0	61	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Aestuariivirgaceae;g_Nordella
g_Dokdonella	4	2	1	16	3	0	0	4	1	3	3	69	0	12	42	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Rhodanobacteraceae;g_Dokdonella
g_Unclassified_f_Nostocaceae	3	0	16	29	6	42	8	0	15	1	0	9	0	31	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Nostocaceae;g_Unclassified_f_Nostocaceae
g_CAG-170	8	8	0	0	0	0	0	4	3	17	6	2	6	0	105	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_CAG-170
g_Xylophilus	0	0	0	0	0	0	0	0	0	0	0	158	0	0	1	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Xylophilus
g_HdN1	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Ketobacteraceae;g_HdN1
g_CADDYV01	0	0	0	0	0	0	0	0	0	0	0	3	0	0	156	d_Bacteria;p_Actinobacteriota;c_Rubrobacteria;o_Rubrobacterales;f_Rubrobacteraceae;g_CADDYV01
g_Rhizobium A	0	0	5	8	1	9	1	0	0	0	1	38	0	0	95	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium A
g_Jeotgalicoccus	3	7	20	9	13	31	9	0	26	4	2	0	0	24	10	d_Bacteria;p_Firmicutes;c_Bacilli;o_Staphylococcales;f_Salinicoccaceae;g_Jeotgalicoccus
g_Microbispora	5	0	0	0	0	0	0	0	0	0	1	4	0	0	148	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_Streptosporangiaceae;g_Microbispora
g_Avibacterium	0	0	0	0	3	0	22	1	0	0	111	20	0	1	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pasteurellaceae;g_Avibacterium
g_Ga0077555	0	1	0	1	1	0	4	1	0	2	0	1	0	1	144	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Ga0077555
g_JABLXL01	0	0	0	0	0	0	0	0	0	0	5	151	0	0	0	d_Bacteria;p_Firmicutes G;c_SHA-98;o_Ch115;f_JABLXJ01;g_JABLXL01
g_Tagaea	0	0	0	0	0	0	0	0	0	0	0	21	0	0	134	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_CACIAM-22H2;f_CACIAM-22H2;g_Tagaea
g_JABCPH02	0	0	0	0	0	0	0	8	0	0	140	3	2	0	2	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Leptotrichiaceae;g_JABCPH02
g_Tokpelaia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Tokpelaia
g_SZAS-103	1	0	0	0	0	0	0	0	0	0	0	85	0	0	67	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_SZAS-103
g_Parolsenella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	d_Bacteria;p_Actinobacteriota;c_Coriobacteriia;o_Coriobacteriales;f_Atopobiaceae;g_Parolsenella
g_Sulfitobacter F	0	0	0	0	0	0	0	0	0	0	0	151	0	0	2	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Sulfitobacter F
g_Helicobacter E	9	0	1	0	99	0	4	5	0	0	0	4	0	19	11	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter E
g_Qipengyuania	0	0	15	15	0	15	6	0	3	0	0	85	1	9	3	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Qipengyuania
g_JABABH01	0	0	30	41	9	27	14	0	5	0	0	0	0	25	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Coxiellales;f_Coxiellaceae;g_JABABH01
g_Unclassified_f_Streptosporangiaceae	0	0	3	10	1	4	2	0	4	0	0	2	0	10	114	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_Streptosporangiaceae;g_Unclassified_f_Streptosporangiaceae
g_Unclassified_f_Myxococcaceae	7	25	17	1	8	5	1	3	20	55	0	0	0	4	4	d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;f_Myxococcaceae;g_Unclassified_f_Myxococcaceae
g_Pseudovibrio	0	2	5	9	1	4	6	0	3	0	0	0	0	5	114	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Stappiaceae;g_Pseudovibrio
g_UBA1936	2	0	0	0	0	0	0	1	0	0	0	141	0	0	2	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_UBA1936
g_Vagococcus D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Vagococcaceae;g_Vagococcus D
g_Maridesulfovibrio	0	0	0	0	0	0	0	121	0	0	6	1	11	2	3	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Maridesulfovibrio
g_Pseudorhodobacter	0	0	0	0	0	0	0	0	0	0	0	139	0	0	5	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Pseudorhodobacter
g_Actinotalea	1	0	0	0	0	0	0	1	0	0	0	20	1	0	120	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Cellulomonadaceae;g_Actinotalea
g_Ignavigranum	0	0	0	0	0	0	1	2	1	4	0	0	1	0	134	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Ignavigranum
g_Desulfosporosinus	0	0	1	0	0	2	0	7	0	0	115	0	4	1	13	d_Bacteria;p_Firmicutes B;c_Desulfitobacteriia;o_Desulfitobacteriales;f_Desulfitobacteriaceae;g_Desulfosporosinus
g_Amniculibacterium	0	0	0	0	0	0	0	1	0	0	0	134	0	0	8	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Amniculibacterium
g_SCTL01	0	0	0	0	0	0	0	0	0	0	0	138	0	0	5	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_UBA11358;g_SCTL01
g_Unclassified_p_Chloroflexota	6	2	40	11	4	24	15	0	8	0	0	0	1	31	0	d_Bacteria;p_Chloroflexota;c_Unclassified_p_Chloroflexota;o_Unclassified_p_Chloroflexota;f_Unclassified_p_Chloroflexota;g_Unclassified_p_Chloroflexota
g_Lentzea	7	7	20	15	0	23	9	0	8	11	0	2	1	22	17	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Lentzea
g_Unclassified_f_Vagococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Vagococcaceae;g_Unclassified_f_Vagococcaceae
g_Planococcus	0	0	0	1	1	0	0	0	0	0	110	0	0	0	29	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Planococcus
g_Holophaga	10	15	11	23	4	19	1	0	16	20	1	2	0	19	0	d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae;g_Holophaga
g_Clostridium AA	5	0	0	0	0	0	0	25	0	0	9	0	13	1	87	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AA
g_JAGOME01	96	1	0	0	1	0	0	4	0	0	1	1	2	0	34	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_JAGOME01
g_UBA6669	1	0	0	0	0	0	0	0	0	2	0	137	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_Opitutaceae;g_UBA6669
g_Microlunatus C	1	0	0	0	0	0	0	0	0	0	0	5	0	0	134	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Microlunatus C
g_Neoactinobaculum	6	0	0	0	0	0	0	0	0	0	0	3	4	1	125	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Neoactinobaculum
g_Jejubacter	0	0	0	0	0	0	0	0	1	0	129	1	7	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Jejubacter
g_Euzebya	7	1	0	0	0	0	1	0	0	3	0	2	5	0	118	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Euzebyales;f_Euzebyaceae;g_Euzebya
g_Shimwellia	0	0	0	0	0	0	0	1	0	0	130	2	4	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Shimwellia
g_Serpentinomonas	3	0	0	0	0	0	0	0	0	0	0	122	0	0	12	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Serpentinomonas
g_Pseudoglutamicibacter	4	0	0	0	0	0	0	0	0	28	1	2	7	0	94	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Pseudoglutamicibacter
g_Neobacillus	0	0	23	14	2	0	2	1	1	0	2	0	0	9	82	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_DSM-18226;g_Neobacillus
g_Levilactobacillus	0	0	12	0	4	0	2	10	0	5	39	1	43	3	17	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Levilactobacillus
g_CSBR16-193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_UBA9983 A;f_CSBR16-193;g_CSBR16-193
g_UBA2009	0	0	1	0	0	2	6	0	9	0	0	2	0	20	95	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_DSM-6294;g_UBA2009
g_Sedimentibacter	0	0	0	0	0	0	0	21	0	0	0	0	1	0	113	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Sedimentibacteraceae;g_Sedimentibacter
g_Ancylobacter	0	0	0	0	0	0	0	0	0	0	0	2	0	0	133	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Ancylobacter
g_Clostridium I	1	0	0	0	0	0	0	52	0	0	9	1	28	0	44	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium I
g_BS524	1	0	22	18	4	23	12	0	50	0	0	0	0	5	0	d_Bacteria;p_Firmicutes H;c_UBA994;o_UBA994;f_UBA994;g_BS524
g_Ornithinimicrobium	1	0	0	0	0	0	0	1	0	0	0	20	1	0	112	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Ornithinimicrobium
g_JN-1	0	0	0	0	0	0	0	0	0	0	2	132	0	0	1	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_JN-1
g_Unclassified_f_Caminicellaceae	0	0	2	0	1	0	0	94	0	0	12	1	20	2	2	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Caminicellaceae;g_Unclassified_f_Caminicellaceae
g_LNNU-3342	3	0	0	0	0	0	0	0	0	2	0	116	1	0	12	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_LNNU-3342
g_Acutalibacter	3	2	8	15	0	15	3	0	7	6	0	3	6	11	54	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Acutalibacter
g_Cardinium	1	0	17	29	5	18	9	0	34	0	0	0	0	20	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Amoebophilaceae;g_Cardinium
g_Unclassified_f_PJMF01	4	11	16	12	5	20	16	0	5	9	0	0	0	35	0	d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA1400;f_PJMF01;g_Unclassified_f_PJMF01
g_Frondihabitans	6	0	2	0	0	0	0	0	0	6	0	8	1	0	110	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Frondihabitans
g_Desulfobotulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Desulforegulaceae;g_Desulfobotulus
g_Butyrivibrio	4	10	8	14	8	10	9	31	5	13	3	0	7	5	5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Butyrivibrio
g_Asanoa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Micromonosporaceae;g_Asanoa
g_Croceibacterium	1	0	0	0	0	0	0	0	0	0	0	129	0	0	2	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Croceibacterium
g_Im94	2	0	0	0	0	0	0	0	0	0	0	37	0	0	92	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Im94
g_Friedmanniella	58	1	0	0	0	0	0	7	0	0	3	4	0	0	57	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Friedmanniella
g_Breoghania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Stappiaceae;g_Breoghania
g_CAG-83	0	0	0	0	0	0	0	1	0	0	99	4	24	0	2	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_CAG-83
g_Pseudoclavibacter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	128	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Pseudoclavibacter
g_Solibacillus	0	0	15	17	10	28	14	0	9	0	0	0	2	34	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Solibacillus
g_Oceaniglobus	0	0	4	9	0	8	3	0	4	0	0	81	0	14	6	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Oceaniglobus
g_JAEUSO01	0	0	19	24	4	19	13	0	16	0	4	2	0	28	0	d_Bacteria;p_Bacteroidota;c_Kapabacteria;o_Kapabacteriales;f_NICIL-2;g_JAEUSO01
g_Bordetella	0	0	0	0	0	1	8	0	0	0	0	0	0	0	120	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Bordetella
g_Parasedimentitalea	8	20	32	12	7	3	10	1	10	14	0	0	0	9	2	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Parasedimentitalea
g_JAAYAO01	3	0	0	0	0	0	0	4	0	100	0	0	5	0	16	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_JAAYAO01
g_Proteiniborus	0	0	0	0	0	0	1	0	0	0	26	0	0	0	100	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Proteiniboraceae;g_Proteiniborus
g_Velocimicrobium	2	0	0	0	0	0	0	5	0	0	2	5	22	0	91	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Velocimicrobium
g_Unclassified_c_Dehalococcoidia	0	0	15	20	2	32	9	0	14	0	2	0	0	33	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Unclassified_c_Dehalococcoidia;f_Unclassified_c_Dehalococcoidia;g_Unclassified_c_Dehalococcoidia
g_JAFGDP01	1	0	29	15	5	18	16	0	9	0	0	1	0	32	0	d_Bacteria;p_Fibrobacterota;c_Chitinivibrionia;o_Chitinivibrionales;f_Chitinispirillaceae;g_JAFGDP01
g_CAG-267	3	0	18	10	1	23	4	0	25	0	19	0	0	23	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_RF32;f_CAG-239;g_CAG-267
g_Burkholderia	0	0	0	0	2	0	1	0	13	0	0	31	0	0	78	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Burkholderia
g_Metabacillus	2	0	0	0	0	0	0	0	0	1	2	0	3	0	117	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Metabacillus
g_QY30	2	0	0	0	0	0	0	0	0	0	0	119	1	0	3	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_QY30
g_Paenibacillus A	0	0	0	3	0	0	0	0	0	0	0	0	0	9	112	d_Bacteria;p_Firmicutes;c_Bacilli;o_Paenibacillales;f_Paenibacillaceae;g_Paenibacillus A
g_CAITVN01	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia A;o_UBA1018;f_UBA1018;g_CAITVN01
g_Marinisubtilis	12	0	0	0	0	0	0	0	0	2	1	17	4	0	87	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Marinisubtilis
g_HGM08974	0	0	0	0	45	0	3	3	0	0	1	34	0	27	10	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_HGM08974
g_OLB14	0	0	21	30	4	22	10	0	8	0	2	1	0	24	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_EnvOPS12;g_OLB14
g_SCN-70-22	33	31	3	0	1	0	5	0	8	24	0	14	0	1	2	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_Gemmatimonadaceae;g_SCN-70-22
g_Unclassified_f_UBA6265	0	0	0	0	0	0	0	0	0	0	0	1	0	0	121	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Thermomicrobiales;f_UBA6265;g_Unclassified_f_UBA6265
g_Pannonibacter	0	0	0	0	0	0	0	0	0	0	0	42	0	0	79	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Stappiaceae;g_Pannonibacter
g_Dermacoccus	18	3	0	0	0	0	0	6	2	0	1	12	0	0	79	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Dermacoccus
g_DUUI01	0	0	0	0	0	0	0	0	0	0	1	1	0	0	119	d_Bacteria;p_Firmicutes;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_DUUI01
g_Ornithobacterium	3	0	0	0	0	0	2	1	0	0	61	3	0	0	51	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Ornithobacterium
g_Caryophanon	0	0	0	0	0	0	0	0	0	0	1	1	0	0	118	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Caryophanon
g_GCA-002733105	0	0	6	0	0	5	1	0	20	0	0	6	0	7	75	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nitrosococcales;f_Methylophagaceae;g_GCA-002733105
g_Enterococcus A	0	0	0	0	0	0	0	0	0	0	1	0	2	0	117	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus A
g_Aliarcobacter	0	0	1	0	39	0	0	0	11	0	4	33	0	16	16	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Arcobacteraceae;g_Aliarcobacter
g_Youngiibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Youngiibacter
g_Massilibacteroides	0	0	0	0	0	0	0	0	0	0	0	108	2	0	10	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Massilibacteroides
g_CAISIP01	0	0	0	0	0	0	0	0	0	0	0	119	0	0	1	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_CAISIP01
g_ETT8	0	0	0	0	0	0	0	0	0	0	0	112	0	0	8	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_ETT8
g_Mesorhizobium F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Mesorhizobium F
g_PUOA01	6	0	0	0	0	0	0	0	0	0	0	104	0	0	9	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_PUOA01
g_Azomonas	0	0	6	16	1	7	9	0	6	0	0	4	0	6	63	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Azomonas
g_JAAYNZ01	0	0	0	0	0	0	0	99	0	0	4	5	4	3	3	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_JAAYNZ01;g_JAAYNZ01
g_Polynucleobacter	0	0	0	0	0	0	0	0	0	0	0	112	0	1	5	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Polynucleobacter
g_Verticiella	0	0	0	0	0	0	0	0	0	0	0	97	0	0	21	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Verticiella
g_Peptoniphilus A	5	0	0	0	0	0	0	0	0	0	1	20	3	0	88	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Peptoniphilaceae;g_Peptoniphilus A
g_Georhizobium	10	11	10	12	5	12	6	0	35	0	0	4	1	2	9	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Georhizobium
g_Intrasporangium	0	0	0	0	0	0	0	0	0	0	0	0	3	0	114	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Intrasporangium
g_Fodinicola	0	0	8	6	1	5	0	0	0	0	0	0	0	0	97	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_HKI-0501;g_Fodinicola
g_VGAZ01	2	6	18	8	1	17	25	0	21	4	0	0	2	12	0	d_Bacteria;p_Actinobacteriota;c_Humimicrobiia;o_Humimicrobiales;f_Humimicrobiaceae;g_VGAZ01
g_Accumulibacter	0	0	7	6	1	13	0	0	0	0	0	0	0	11	78	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Accumulibacter
g_Halosaccharopolyspora	1	0	0	0	0	0	0	0	0	0	0	1	0	0	114	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Halosaccharopolyspora
g_Ga0077550	3	4	32	4	6	32	8	0	8	2	0	0	0	15	1	d_Bacteria;p_Myxococcota;c_Polyangia;o_Nannocystales;f_Nannocystaceae;g_Ga0077550
